Year,Month,Day,Hour,Temperature,Dew Point,Relative Humidity,Wind Speed,Toronto,Ottawa,Bruce,Difference,Holiday & Weekends
2018,4,26,14,14.1,0.7,40,14,5672,956,63,133,0
2018,4,26,15,14.9,1.6,40,22,5684,966,65,116,0
2018,4,26,16,15.3,2.3,41,19,5677,980,66,185,0
2018,4,26,17,15.5,1.6,39,19,5626,968,68,202,0
2018,4,26,18,14.4,2.7,45,12,5653,962,68,78,0
2018,4,26,19,12,3,54,24,5813,995,69,168,0
2018,4,26,20,10.2,1.8,56,14,5757,969,70,222,0
2018,4,26,21,9,1.3,58,12,5338,894,62,165,0
2018,4,26,22,8.1,1,61,4,4933,812,55,167,0
2018,4,26,23,7.7,-0.2,58,8,4619,750,52,71,0
2018,4,27,0,6.1,-0.3,63,4,4360,725,51,100,0
2018,4,27,1,5.8,0.4,68,3,4285,712,52,-44,0
2018,4,27,2,6.2,0.9,69,7,4250,708,53,-5,0
2018,4,27,3,4.3,-0.6,71,8,4297,716,51,-62,0
2018,4,27,4,4.7,0.2,73,5,4509,770,56,-104,0
2018,4,27,5,4.6,0.9,77,4,4935,866,60,-151,0
2018,4,27,6,5.5,1.4,75,9,5404,936,61,36,0
2018,4,27,7,6.3,1.8,73,4,5576,938,63,114,0
2018,4,27,8,8.6,3,68,4,5651,933,63,33,0
2018,4,27,9,10.6,3.3,60,3,5725,919,60,26,0
2018,4,27,10,11.4,2.8,55,8,5744,921,59,22,0
2018,4,27,11,11.7,2.8,54,15,5695,893,52,51,0
2018,4,27,12,12.6,2.8,51,14,5705,882,61,148,0
2018,4,27,13,12.5,1.9,48,12,5626,895,60,134,0
2018,4,27,14,13.3,0.6,42,13,5569,909,59,94,0
2018,4,27,15,14.1,0.5,39,13,5548,911,66,29,0
2018,4,27,16,12.5,1.3,46,17,5506,928,64,20,0
2018,4,27,17,11.8,0.1,45,17,5449,913,68,-18,0
2018,4,27,18,11.4,1.1,49,8,5467,926,72,24,0
2018,4,27,19,11.6,2.1,52,30,5612,954,73,123,0
2018,4,27,20,10.7,3.3,60,22,5511,928,68,139,0
2018,4,27,21,10,3.4,63,19,5175,859,64,133,0
2018,4,27,22,8.9,3.9,70,17,4744,777,59,103,0
2018,4,27,23,8.5,4.9,78,10,4445,731,58,61,0
2018,4,28,0,8.1,5.9,86,5,4236,703,55,-13,0
2018,4,28,1,8,6.3,89,8,4090,688,56,-31,0
2018,4,28,2,7.1,5.6,90,20,4023,677,58,-3,0
2018,4,28,3,6.6,5,90,16,3992,683,55,-24,0
2018,4,28,4,6.5,4.9,90,17,4043,696,54,-90,0
2018,4,28,5,6.3,4.7,90,19,4185,728,50,3,0
2018,4,28,6,6.5,4.9,89,22,4426,794,61,-4,0
2018,4,28,7,6.6,4.9,89,14,4787,867,62,41,0
2018,4,28,8,6.4,4.7,89,17,5123,904,64,-3,0
2018,4,28,9,4.8,3.2,89,23,5323,899,65,56,0
2018,4,28,10,5,3.4,89,20,5461,923,65,69,0
2018,4,28,11,4.7,2.9,88,24,5460,917,62,54,0
2018,4,28,12,5,2.8,86,23,5361,875,58,30,0
2018,4,28,13,6.5,3.6,82,26,5261,850,57,86,0
2018,4,28,14,6.5,2.1,74,27,5173,846,59,80,0
2018,4,28,15,6.1,1.1,70,27,5135,870,61,42,0
2018,4,28,16,5,-0.4,68,29,5166,912,61,-74,0
2018,4,28,17,3.7,-1.7,68,32,5205,932,62,-94,0
2018,4,28,18,2.8,-2.6,68,27,5232,941,68,32,0
2018,4,28,19,1.8,-3.2,70,33,5343,951,65,-33,0
2018,4,28,20,1.4,-3.4,71,32,5303,923,58,-166,0
2018,4,28,21,1.4,-3.4,71,32,5076,868,59,104,0
2018,4,28,22,1.1,-3.7,70,32,4783,807,52,50,0
2018,4,28,23,0.8,-3.6,72,27,4518,758,53,-1,0
2018,4,29,0,0.8,-3,75,30,4370,721,54,-76,0
2018,4,29,1,0.8,-2.8,77,26,4223,705,59,8,0
2018,4,29,2,0.8,-2.6,78,31,4156,702,63,36,0
2018,4,29,3,0.8,-2.5,78,22,4166,700,60,20,0
2018,4,29,4,0.6,-2.8,78,26,4229,714,58,164,0
2018,4,29,5,0,-3,80,30,4322,734,62,54,0
2018,4,29,6,0.8,-2.2,80,27,4471,783,60,8,0
2018,4,29,7,2.1,-2,74,24,4657,831,60,-53,0
2018,4,29,8,3.5,-2.4,65,28,4852,871,56,90,0
2018,4,29,9,4.5,-3.9,54,35,4967,895,61,96,0
2018,4,29,10,6.5,-4.8,44,35,5043,932,63,214,0
2018,4,29,11,7.5,-5.6,39,29,5054,962,61,54,0
2018,4,29,12,9.2,-8.5,28,43,4998,951,53,86,0
2018,4,29,13,10.3,-9.1,25,32,4941,955,56,130,0
2018,4,29,14,11.1,-10.6,21,39,4913,977,58,127,0
2018,4,29,15,11.5,-12.3,18,37,4965,1018,63,73,0
2018,4,29,16,10.4,-12.2,19,29,5045,1044,65,74,0
2018,4,29,17,10.4,-11.9,20,29,5139,1031,66,-41,0
2018,4,29,18,9.1,-13,20,27,5184,1017,66,-130,0
2018,4,29,19,7.7,-11.8,24,27,5381,1025,66,61,0
2018,4,29,20,6.7,-11.4,26,24,5432,976,70,75,0
2018,4,29,21,5.1,-10.6,31,16,5181,902,64,57,0
2018,4,29,22,4.8,-7.4,41,23,4836,819,63,78,0
2018,4,29,23,4.5,-8.3,39,21,4526,758,60,-47,0
2018,4,30,0,3.5,-9.4,39,18,4340,726,64,124,0
2018,4,30,1,2.5,-8.9,43,16,4242,713,64,102,0
2018,4,30,2,2.1,-8.8,44,16,4208,718,65,116,0
2018,4,30,3,2.3,-9.3,42,13,4274,735,64,79,0
2018,4,30,4,1.8,-9.3,44,14,4542,788,71,13,0
2018,4,30,5,1.3,-8.5,48,16,4938,897,75,-188,0
2018,4,30,6,3.3,-7.9,44,17,5435,975,73,-12,0
2018,4,30,7,7.3,-6.8,36,22,5653,972,76,136,0
2018,4,30,8,10.5,-7.5,28,25,5693,955,62,-19,0
2018,4,30,9,12.1,-7,26,19,5731,947,54,172,0
2018,4,30,10,13.6,-8.4,21,20,5759,971,42,138,0
2018,4,30,11,15,-10.1,17,11,5742,977,43,207,0
2018,4,30,12,16.8,-9.4,16,16,5731,979,47,103,0
2018,4,30,13,17.6,-10.2,14,16,5687,973,49,24,0
2018,4,30,14,18.4,-8.8,15,22,5673,938,49,55,0
2018,4,30,15,19.7,-7.9,15,25,5697,952,50,139,0
2018,4,30,16,19.4,-8.6,14,21,5716,993,50,187,0
2018,4,30,17,19.3,-7.8,15,19,5682,967,50,52,0
2018,4,30,18,18.6,-5.5,19,24,5648,962,47,-67,0
2018,4,30,19,16.6,-6.5,20,16,5780,993,44,92,0
2018,4,30,20,14.8,-4.1,27,13,5712,963,36,164,0
2018,4,30,21,12.4,-3.8,32,12,5300,881,27,89,0
2018,4,30,22,11.8,-3.8,34,8,4832,803,29,32,0
2018,4,30,23,11.9,-3.8,33,4,4496,748,24,98,0
2018,5,1,0,8.9,-2.8,44,9,4275,718,27,149,0
2018,5,1,1,9.7,-4,38,5,4194,701,22,204,0
2018,5,1,2,10.1,-3.4,38,5,4138,708,23,204,0
2018,5,1,3,9.2,-2.8,43,9,4200,726,26,146,0
2018,5,1,4,8.8,-2.3,45,8,4416,776,28,120,0
2018,5,1,5,9,-2.3,45,14,4827,873,31,0,0
2018,5,1,6,10.8,-1.1,43,9,5377,939,31,5,0
2018,5,1,7,12.1,0,43,7,5589,940,34,-31,0
2018,5,1,8,13.5,1.6,44,7,5703,909,31,-121,0
2018,5,1,9,17.7,0.2,31,7,5732,915,30,55,0
2018,5,1,10,20.3,1.3,28,11,5768,910,25,23,0
2018,5,1,11,22.7,1.7,25,7,5804,909,24,232,0
2018,5,1,12,20.9,3.7,32,17,5871,926,28,106,0
2018,5,1,13,22.2,6.2,35,20,5844,939,27,237,0
2018,5,1,14,25,6.9,31,8,5838,949,25,102,0
2018,5,1,15,27.4,5.6,24,21,5875,961,27,153,0
2018,5,1,16,26.6,3.7,22,33,5879,986,32,196,0
2018,5,1,17,25.6,1.6,20,35,5808,967,24,58,0
2018,5,1,18,24.7,1.5,22,25,5731,977,31,61,0
2018,5,1,19,22.9,2.3,25,26,5801,1001,34,62,0
2018,5,1,20,21.6,2.9,29,19,5735,967,31,13,0
2018,5,1,21,20.7,1.9,28,20,5290,894,36,114,0
2018,5,1,22,20.5,1.5,28,25,4871,811,29,147,0
2018,5,1,23,20.3,2.1,30,16,4489,731,22,154,0
2018,5,2,0,20.1,3.1,32,24,4286,694,17,134,0
2018,5,2,1,19.4,3.5,35,26,4143,678,16,148,0
2018,5,2,2,18.7,3.4,36,19,4090,670,16,128,0
2018,5,2,3,18.5,3.3,36,18,4105,687,18,121,0
2018,5,2,4,18.3,3.7,37,25,4305,734,20,157,0
2018,5,2,5,18.1,3.7,38,26,4714,825,23,-14,0
2018,5,2,6,17.8,4.3,41,23,5275,905,28,-12,0
2018,5,2,7,18.6,4.7,39,27,5549,920,36,31,0
2018,5,2,8,20.6,5.9,38,30,5742,915,29,50,0
2018,5,2,9,22.8,7.8,38,32,5919,919,27,67,0
2018,5,2,10,23.9,8.8,38,33,6025,949,28,-28,0
2018,5,2,11,25.8,10.1,37,33,6129,996,32,20,0
2018,5,2,12,24.9,10.3,39,22,6148,1044,25,-89,0
2018,5,2,13,25.8,10.8,38,23,6100,1037,30,-73,0
2018,5,2,14,26.9,10.4,35,29,6150,1058,38,-25,0
2018,5,2,15,27.5,10.7,34,34,6176,1073,42,-157,0
2018,5,2,16,27.1,10.8,35,38,6177,1064,45,-77,0
2018,5,2,17,26.3,11.4,39,29,6113,1048,45,-95,0
2018,5,2,18,26.2,11.8,40,30,6017,1052,44,-166,0
2018,5,2,19,24.5,12,45,23,6093,1061,44,-178,0
2018,5,2,20,24,12.6,48,18,6029,993,43,-83,0
2018,5,2,21,23.5,13.2,52,19,5608,913,43,85,0
2018,5,2,22,22.3,13.8,58,19,5125,824,40,162,0
2018,5,2,23,21.1,13.7,62,18,4763,770,35,49,0
2018,5,3,0,20.1,14,67,13,4523,733,26,-107,0
2018,5,3,1,21.2,14.7,66,24,4368,713,29,39,0
2018,5,3,2,19.4,15.2,76,40,4292,709,31,74,0
2018,5,3,3,18.1,15.7,86,16,4288,688,37,-27,0
2018,5,3,4,18.6,16.5,87,8,4434,758,42,104,0
2018,5,3,5,18.6,15.9,84,14,4864,875,41,35,0
2018,5,3,6,16.6,14.4,87,7,5368,973,46,-5,0
2018,5,3,7,18.7,16.1,85,21,5675,1007,68,-74,0
2018,5,3,8,20,16.7,81,27,5908,1011,83,-127,0
2018,5,3,9,21,16.5,75,25,6090,1027,83,-169,0
2018,5,3,10,21.6,15.4,67,36,6242,1047,90,-73,0
2018,5,3,11,21,15.1,69,30,6313,1049,91,6,0
2018,5,3,12,20,15.7,76,25,6320,1065,90,66,0
2018,5,3,13,19.2,15.3,78,24,6264,1054,89,-34,0
2018,5,3,14,19.5,16.7,83,14,6230,1053,88,179,0
2018,5,3,15,19.2,17,87,11,6216,1080,91,230,0
2018,5,3,16,18.2,16.4,89,13,6145,1088,88,187,0
2018,5,3,17,14.5,13,91,20,5937,1046,87,155,0
2018,5,3,18,13.9,12.5,91,10,5840,1022,85,16,0
2018,5,3,19,13.1,11.9,92,13,5860,1033,86,-56,0
2018,5,3,20,13.1,11.7,91,14,5732,995,85,-100,0
2018,5,3,21,12.7,11.1,90,15,5329,911,82,126,0
2018,5,3,22,11.9,10.2,90,17,4855,833,78,-18,0
2018,5,3,23,10.4,8.6,89,18,4476,769,74,-111,0
2018,5,4,0,9.9,7.4,84,16,4260,728,71,-45,0
2018,5,4,1,10,7.6,85,8,4117,715,71,28,0
2018,5,4,2,10.4,8.4,87,6,4056,720,66,-4,0
2018,5,4,3,10.1,8.1,88,4,4085,728,62,-11,0
2018,5,4,4,10.5,8.7,89,7,4271,760,65,60,0
2018,5,4,5,9.8,8.4,91,12,4688,848,64,87,0
2018,5,4,6,9.8,8.6,92,14,5281,957,65,134,0
2018,5,4,7,9.6,8.6,93,12,5584,987,67,58,0
2018,5,4,8,10.6,9.7,94,13,5736,994,62,-5,0
2018,5,4,9,11.9,11.2,95,10,5807,990,75,-54,0
2018,5,4,10,12.4,11.8,96,16,5840,1008,81,-20,0
2018,5,4,11,13.1,12.4,96,15,5829,1037,70,31,0
2018,5,4,12,16.1,15,93,13,5902,1017,72,123,0
2018,5,4,13,23.4,16.5,65,36,5881,1041,85,-92,0
2018,5,4,14,24.1,14.9,56,50,5900,1027,80,-53,0
2018,5,4,15,19.2,15,76,37,5776,981,92,81,0
2018,5,4,16,21.5,11.1,51,65,5214,1017,83,70,0
2018,5,4,17,12.2,5.8,65,66,4711,984,84,436,0
2018,5,4,18,10.9,5,67,68,4698,982,83,201,0
2018,5,4,19,9.8,4.7,70,63,4975,999,89,81,0
2018,5,4,20,10.3,5,70,36,5051,957,93,-307,0
2018,5,4,21,10.4,5.2,70,28,4816,845,90,-249,0
2018,5,4,22,10.1,5.2,71,23,4498,770,87,143,0
2018,5,4,23,8.8,4.7,76,4,4236,743,73,90,0
2018,5,5,0,9,4.7,74,10,4059,712,68,-40,0
2018,5,5,1,8.3,4.9,79,16,3955,698,69,-44,0
2018,5,5,2,8.5,5.9,83,13,3881,694,70,-57,0
2018,5,5,3,8.6,6,84,17,3836,711,66,-46,0
2018,5,5,4,8.7,6.2,84,8,3872,717,69,25,0
2018,5,5,5,9.3,6.7,84,9,3953,754,69,69,0
2018,5,5,6,10.2,7.5,84,8,4210,793,71,44,0
2018,5,5,7,12,8.4,79,17,4511,829,77,40,0
2018,5,5,8,14.7,8.8,68,20,4747,841,82,50,0
2018,5,5,9,17.7,9.9,60,28,4929,825,86,23,0
2018,5,5,10,19.7,11,57,36,5037,836,83,25,0
2018,5,5,11,21.1,10.7,51,34,5054,843,83,100,0
2018,5,5,12,22.2,10.5,47,23,5059,860,83,189,0
2018,5,5,13,23.5,10.1,42,23,5067,860,79,244,0
2018,5,5,14,23.4,8.2,37,33,5098,870,79,211,0
2018,5,5,15,22.4,9.3,43,31,5109,881,81,194,0
2018,5,5,16,23.6,9.8,41,19,5138,922,87,146,0
2018,5,5,17,21.5,9.2,45,16,5118,909,86,43,0
2018,5,5,18,20.4,7.8,44,23,5072,915,86,-23,0
2018,5,5,19,19.2,9,51,21,5139,919,86,-59,0
2018,5,5,20,17.9,8.1,52,10,5088,926,86,-34,0
2018,5,5,21,16.1,9.8,66,5,4837,887,85,-2,0
2018,5,5,22,15.7,11.5,76,12,4529,820,80,65,0
2018,5,5,23,15.9,10.2,69,8,4257,761,75,19,0
2018,5,6,0,14.6,7.4,62,3,4039,730,70,-61,0
2018,5,6,1,13.3,7.1,66,5,3887,700,69,-18,0
2018,5,6,2,14.2,7.5,63,7,3775,699,65,-3,0
2018,5,6,3,13.8,5.1,55,4,3775,695,67,21,0
2018,5,6,4,13,6.6,65,4,3806,705,68,66,0
2018,5,6,5,11.8,4.8,62,9,3829,711,73,-2,0
2018,5,6,6,12,4.7,61,10,3982,742,79,-16,0
2018,5,6,7,13.3,4.5,55,10,4247,770,85,-38,0
2018,5,6,8,14.4,7.4,63,7,4558,781,89,-61,0
2018,5,6,9,15.9,4.7,47,10,4762,802,109,-187,0
2018,5,6,10,15.1,2.3,42,16,4869,832,122,-15,0
2018,5,6,11,14.5,3.3,47,19,4947,829,122,39,0
2018,5,6,12,15.3,4.8,49,19,4903,825,120,52,0
2018,5,6,13,16.5,5.6,48,14,4912,835,113,148,0
2018,5,6,14,17.3,5,44,4,5001,852,120,145,0
2018,5,6,15,16.8,5.7,48,12,5079,914,129,105,0
2018,5,6,16,15.1,6.7,57,2,5219,965,133,145,0
2018,5,6,17,15.5,8.9,64,17,5221,980,132,80,0
2018,5,6,18,15,8.8,66,8,5205,977,131,-58,0
2018,5,6,19,15.5,8,61,1,5271,985,126,-127,0
2018,5,6,20,14.3,8.8,69,7,5223,942,123,-242,0
2018,5,6,21,14.1,5.4,56,22,4919,872,120,-218,0
2018,5,6,22,13.5,6,60,18,4545,798,119,-70,0
2018,5,6,23,13.4,4.8,56,15,4224,742,114,-171,0
2018,5,7,0,13,4.5,56,13,4063,709,119,-132,0
2018,5,7,1,12.6,3.5,54,13,3949,696,119,-141,0
2018,5,7,2,11.8,2.9,54,12,3921,695,115,-27,0
2018,5,7,3,10.8,2.6,56,13,3971,710,114,-7,0
2018,5,7,4,9.9,2.3,59,12,4208,761,113,-64,0
2018,5,7,5,10.1,1.1,54,19,4646,836,116,-48,0
2018,5,7,6,10.2,1,53,15,5198,930,122,-98,0
2018,5,7,7,11.6,0.9,47,16,5420,898,116,-71,0
2018,5,7,8,12.9,-0.1,41,14,5543,883,114,-72,0
2018,5,7,9,14.2,1.2,41,7,5652,875,113,-63,0
2018,5,7,10,15,0.2,36,8,5727,873,114,-85,0
2018,5,7,11,13.6,0,39,17,5717,877,116,1,0
2018,5,7,12,14.2,-0.2,37,18,5761,893,116,-64,0
2018,5,7,13,14.6,-0.8,35,17,5727,874,113,-128,0
2018,5,7,14,14.6,-1.8,32,15,5709,899,113,-2,0
2018,5,7,15,15.1,-1.6,31,11,5736,940,108,122,0
2018,5,7,16,15.8,-0.8,32,17,5754,966,111,179,0
2018,5,7,17,15.7,-1.2,31,17,5698,967,121,220,0
2018,5,7,18,14.7,-1.9,32,14,5633,945,125,-47,0
2018,5,7,19,13.4,-2.7,32,14,5708,1005,128,-22,0
2018,5,7,20,12.6,-3.1,33,6,5651,957,126,-111,0
2018,5,7,21,12.5,-3.1,33,3,5287,863,121,-18,0
2018,5,7,22,12,-2.9,35,6,4812,768,117,-12,0
2018,5,7,23,11.7,-2.7,36,4,4426,737,115,-38,0
2018,5,8,0,11.1,-2.7,38,1,4244,693,113,-36,0
2018,5,8,1,10.4,-2.3,41,3,4128,684,113,13,0
2018,5,8,2,9.2,-0.8,49,3,4083,713,114,-2,0
2018,5,8,3,9.2,-0.8,50,5,4092,724,117,-8,0
2018,5,8,4,8.6,-1.1,51,3,4286,749,119,-24,0
2018,5,8,5,8.4,0.6,58,7,4688,869,117,-44,0
2018,5,8,6,8.1,1.8,64,8,5235,929,124,-190,0
2018,5,8,7,11.5,2.1,52,5,5443,903,123,-141,0
2018,5,8,8,13.8,0.9,41,1,5574,913,119,19,0
2018,5,8,9,16.2,1.4,36,2,5712,913,106,128,0
2018,5,8,10,17,0,31,7,5798,902,78,99,0
2018,5,8,11,17.3,-0.6,29,16,5841,905,92,85,0
2018,5,8,12,17.2,1,33,14,5862,949,98,132,0
2018,5,8,13,17,0.3,32,14,5805,943,101,109,0
2018,5,8,14,17.4,-0.2,30,18,5805,965,103,89,0
2018,5,8,15,17.7,0.8,32,16,5840,966,101,19,0
2018,5,8,16,18.5,1.9,33,8,5849,1039,104,26,0
2018,5,8,17,18.2,2,34,11,5803,1008,104,-289,0
2018,5,8,18,16.8,1.5,35,11,5734,1009,103,-298,0
2018,5,8,19,14.4,0.4,38,14,5755,1029,104,-228,0
2018,5,8,20,12.3,0.5,44,10,5711,980,104,-73,0
2018,5,8,21,11.5,1.8,51,6,5318,913,100,9,0
2018,5,8,22,12.1,2.8,53,3,4858,812,99,-5,0
2018,5,8,23,11.4,2.4,54,4,4489,750,96,-42,0
2018,5,9,0,11.8,2.8,54,2,4274,713,82,103,0
2018,5,9,1,11.7,3.1,56,7,4140,708,45,46,0
2018,5,9,2,10.9,3.2,59,9,4100,710,47,38,0
2018,5,9,3,10.2,1.9,56,7,4123,705,42,49,0
2018,5,9,4,10.2,3.5,63,2,4320,757,44,67,0
2018,5,9,5,10.2,3.5,63,4,4720,843,44,60,0
2018,5,9,6,11.4,4.4,62,4,5282,923,52,-131,0
2018,5,9,7,13.3,5.5,59,5,5526,935,51,5,0
2018,5,9,8,14.9,6.2,56,7,5678,927,51,-19,0
2018,5,9,9,16.9,7.6,54,8,5798,954,47,18,0
2018,5,9,10,18.4,7.6,49,9,5893,961,43,66,0
2018,5,9,11,20.2,8.3,46,9,5917,967,45,42,0
2018,5,9,12,19.5,9.4,52,18,6010,982,42,213,0
2018,5,9,13,20.9,9.7,48,17,6053,999,39,215,0
2018,5,9,14,22.4,11.7,50,10,6088,989,39,-46,0
2018,5,9,15,21.4,10.5,49,14,6078,1031,43,-191,0
2018,5,9,16,19.4,9.7,53,19,6057,1075,34,-179,0
2018,5,9,17,18.6,9.4,55,15,5956,1052,37,157,0
2018,5,9,18,20.4,9.8,50,13,5843,1050,39,-272,0
2018,5,9,19,19.3,9.3,52,14,5871,1060,35,-98,0
2018,5,9,20,18.8,9,53,17,5810,1034,28,-62,0
2018,5,9,21,16.6,8.9,60,10,5402,977,29,131,0
2018,5,9,22,15.7,9.2,65,10,4909,874,24,100,0
2018,5,9,23,15.5,9.4,67,9,4523,788,19,50,0
2018,5,10,0,16.3,9.5,64,9,4299,740,20,148,0
2018,5,10,1,16.2,10.4,68,12,4151,748,18,206,0
2018,5,10,2,15.9,10.3,69,21,4057,742,21,140,0
2018,5,10,3,16.1,12.9,81,11,4067,754,19,166,0
2018,5,10,4,17.1,14.1,82,9,4275,777,24,151,0
2018,5,10,5,16.4,13.3,82,19,4745,879,21,19,0
2018,5,10,6,16.6,14.5,88,16,5308,974,25,-29,0
2018,5,10,7,17.6,15.3,87,24,5615,996,28,24,0
2018,5,10,8,18.6,15.5,82,27,5789,1004,39,59,0
2018,5,10,9,19.1,12.5,65,46,5973,1023,44,-130,0
2018,5,10,10,19.6,12.8,64,33,5988,1038,38,-249,0
2018,5,10,11,19.6,11.4,59,41,6017,1055,44,-100,0
2018,5,10,12,18.6,11.1,61,35,5977,1049,30,-100,0
2018,5,10,13,19.6,10.7,56,40,5995,1031,36,-37,0
2018,5,10,14,19.1,11.2,60,38,5983,1047,31,-124,0
2018,5,10,15,18,10.6,61,36,5951,1049,30,113,0
2018,5,10,16,17.6,10.2,61,28,5841,1079,29,101,0
2018,5,10,17,16.7,9.5,62,34,5666,1049,32,57,0
2018,5,10,18,15.6,6.1,53,34,5604,1032,39,42,0
2018,5,10,19,14,2.2,45,27,5632,1041,43,114,0
2018,5,10,20,12.7,1.6,47,40,5612,1004,46,76,0
2018,5,10,21,10.7,-6,30,37,5240,910,51,130,0
2018,5,10,22,8.6,-8.5,29,37,4769,813,47,51,0
2018,5,10,23,6.3,-6.2,41,26,4431,761,48,17,0
2018,5,11,0,5.5,-3.6,52,28,4208,734,53,40,0
2018,5,11,1,5.1,-2.4,58,22,4085,728,58,2,0
2018,5,11,2,5.5,-0.6,65,26,4036,727,57,15,0
2018,5,11,3,5.7,-0.6,64,21,4058,741,57,-25,0
2018,5,11,4,5.5,-2.5,56,22,4255,770,59,-110,0
2018,5,11,5,5.5,-3.6,52,17,4663,869,60,-148,0
2018,5,11,6,5.4,-4.4,49,20,5215,942,60,-211,0
2018,5,11,7,6.4,-4,48,18,5404,937,59,-32,0
2018,5,11,8,7.3,-3.3,47,15,5541,905,62,-95,0
2018,5,11,9,7.7,-3.2,46,5,5628,864,61,-260,0
2018,5,11,10,8.7,-2.9,44,2,5654,880,62,-278,0
2018,5,11,11,9.7,-3.6,39,9,5662,879,63,-83,0
2018,5,11,12,9,-2.3,45,18,5682,857,63,-192,0
2018,5,11,13,9.3,-2.2,44,19,5636,867,61,-133,0
2018,5,11,14,9.5,-1.5,46,16,5555,858,63,-75,0
2018,5,11,15,10.2,-1.4,44,14,5542,898,63,46,0
2018,5,11,16,10.2,-1.8,43,14,5542,926,62,-165,0
2018,5,11,17,9.1,-2.6,43,13,5480,936,67,-157,0
2018,5,11,18,9.1,-3.5,41,14,5498,941,71,-117,0
2018,5,11,19,9.4,-4.7,37,10,5596,940,72,-106,0
2018,5,11,20,9.2,-4.9,36,7,5473,952,71,-103,0
2018,5,11,21,9.1,-4.9,37,4,5138,900,69,-47,0
2018,5,11,22,9.4,-6.8,31,4,4716,819,66,-9,0
2018,5,11,23,9.4,-6.2,32,3,4357,766,62,-25,0
2018,5,12,0,9.1,-5.9,34,4,4200,730,59,-65,0
2018,5,12,1,8.8,-4.9,38,8,4071,708,62,-75,0
2018,5,12,2,8.4,-3.4,43,5,3974,708,62,-27,0
2018,5,12,3,8.2,-2.3,47,7,3922,713,62,-49,0
2018,5,12,4,8.1,-4.5,41,9,3988,723,64,-8,0
2018,5,12,5,8.1,-3.4,44,9,4096,751,65,-28,0
2018,5,12,6,8.1,-1.6,50,13,4353,793,67,-1,0
2018,5,12,7,8.5,-1.4,50,7,4689,814,66,-108,0
2018,5,12,8,8.7,-0.8,51,11,4960,817,63,-97,0
2018,5,12,9,9.6,-1.6,45,17,5066,829,62,-107,0
2018,5,12,10,11.3,-1.6,41,12,5078,833,67,6,0
2018,5,12,11,12.2,-1.9,37,14,5035,830,62,8,0
2018,5,12,12,13.2,-1.2,37,9,5010,799,57,-24,0
2018,5,12,13,14,-0.8,36,13,4938,804,58,-90,0
2018,5,12,14,13.1,-1.7,36,14,4846,827,57,-32,0
2018,5,12,15,13.6,-0.8,37,17,4862,826,56,-63,0
2018,5,12,16,13.2,-1.2,37,14,4893,896,62,62,0
2018,5,12,17,13.1,-1.6,36,13,4915,918,64,-21,0
2018,5,12,18,12.8,-2.9,34,10,4877,900,58,-249,0
2018,5,12,19,12.3,-6.5,26,9,4964,920,61,-154,0
2018,5,12,20,12,-11.2,19,5,5028,925,62,-70,0
2018,5,12,21,11.9,-10.7,19,2,4811,850,56,-82,0
2018,5,12,22,12.2,-6.6,26,5,4548,771,58,-61,0
2018,5,12,23,11,-4.4,34,11,4239,746,60,-138,0
2018,5,13,0,9.4,-1.6,46,9,4075,721,59,-82,0
2018,5,13,1,8.5,-3.5,43,4,3899,705,59,15,0
2018,5,13,2,8.3,-6.1,35,14,3844,687,58,-37,0
2018,5,13,3,8.6,-7.2,32,15,3817,696,59,-87,0
2018,5,13,4,7.8,-6.1,37,7,3829,695,57,-92,0
2018,5,13,5,7.8,-3.6,44,5,3819,696,60,-242,0
2018,5,13,6,8.2,-1.9,49,3,4007,729,60,-250,0
2018,5,13,7,9,-0.8,50,4,4270,761,61,-254,0
2018,5,13,8,11.7,-0.2,44,8,4482,791,62,-219,0
2018,5,13,9,14.7,0.7,38,14,4640,799,64,-186,0
2018,5,13,10,15.4,4,46,15,4737,812,59,-155,0
2018,5,13,11,16.4,4.5,45,19,4771,804,58,-138,0
2018,5,13,12,16.9,5,45,16,4753,788,58,-117,0
2018,5,13,13,17.4,6.6,49,11,4725,784,55,-114,0
2018,5,13,14,17.6,7.2,50,7,4737,812,54,-54,0
2018,5,13,15,17.4,6.9,50,12,4778,867,53,-93,0
2018,5,13,16,17,6.8,51,13,4878,913,56,-53,0
2018,5,13,17,15.2,5.3,52,17,4940,930,57,-113,0
2018,5,13,18,13.2,5.1,57,16,4920,956,57,-252,0
2018,5,13,19,12.3,5.4,62,11,5032,972,59,-172,0
2018,5,13,20,11.7,5.3,65,9,5216,962,59,-92,0
2018,5,13,21,11.8,5.5,65,6,4927,895,59,17,0
2018,5,13,22,11.7,5.6,66,5,4572,806,48,-10,0
2018,5,13,23,11.4,5.6,67,5,4258,728,49,-114,0
2018,5,14,0,11,5.5,69,3,4044,709,39,-125,0
2018,5,14,1,10.9,5.7,70,3,3940,685,40,-122,0
2018,5,14,2,10.8,6.3,73,7,3904,692,42,-68,0
2018,5,14,3,10.6,6.3,75,5,3948,682,45,-131,0
2018,5,14,4,10.3,6,74,5,4179,723,44,-187,0
2018,5,14,5,11,6.5,74,4,4576,829,52,-263,0
2018,5,14,6,11.5,7,74,7,5175,896,59,-390,0
2018,5,14,7,14.9,9.1,68,7,5430,910,57,-235,0
2018,5,14,8,17.2,11.1,67,7,5651,904,57,-252,0
