Year,Month,Day,Hour,Toronto,Ottawa,Bruce,Difference,Holiday & Weekends,Price_Tor,Price_Ott,Price_Bruce,"
",
2016,2,27,21,6014,1039,81,29,0,-0.25,-0.25,-0.25,,
2016,2,27,22,5786,949,83,94,0,-0.01,-0.01,-0.01,,
2016,2,27,23,5452,872,87,25,0,-0.29,-0.29,-0.28,,
2016,2,27,24,5137,889,85,18,0,-3,-3,-2.91,,
2016,2,28,1,4825,965,82,27,0,-1.75,-1.75,-1.7,,
2016,2,28,2,4611,928,84,79,0,-3,-3,-2.91,,
2016,2,28,3,4470,919,75,86,0,-3,-3,-2.91,,
2016,2,28,4,4398,912,74,-8,0,-3,-3,-2.91,,
2016,2,28,5,4381,928,72,-20,0,-3,-3,-2.91,,
2016,2,28,6,4434,940,76,24,0,-2.77,-2.77,-2.69,,
2016,2,28,7,4568,854,77,-58,0,-3,-3,-2.91,,
2016,2,28,8,4677,862,78,55,0,-3,-3,-2.91,,
2016,2,28,9,4936,936,79,-12,0,-2.75,-2.75,-2.67,,
2016,2,28,10,5108,973,81,-33,0,-1.04,-1.04,-1.01,,
2016,2,28,11,5211,993,74,28,0,-3,-3,-2.91,,
2016,2,28,12,5298,1024,74,32,0,-3,-3,-2.91,,
2016,2,28,13,5292,1037,72,17,0,-3,-3,-2.91,,
2016,2,28,14,5234,1037,73,85,0,-3,-3,-2.91,,
2016,2,28,15,5191,1028,72,87,0,-3,-3,-2.91,,
2016,2,28,16,5232,1046,74,140,0,-2.5,-2.5,-2.43,,
2016,2,28,17,5359,1108,69,-116,0,-0.5,-0.5,-0.49,,
2016,2,28,18,5588,1183,76,30,0,0,0,0,,
2016,2,28,19,5966,1218,81,-26,0,0,0,0,,
2016,2,28,20,5940,1189,79,-74,0,0,0,0,,
2016,2,28,21,5762,1146,77,-15,0,0,0,0,,
2016,2,28,22,5534,1042,72,25,0,0,0,0,,
2016,2,28,23,5212,936,85,-8,0,0,0,0,,
2016,2,28,24,4897,939,82,55,0,-2.25,-2.25,-2.18,,
2016,2,29,1,4607,1026,73,-34,0,-3,-3,-2.91,,
2016,2,29,2,4398,994,65,-20,0,-3.72,-3.72,-3.6,,
2016,2,29,3,4307,958,52,44,0,-42.78,-42.78,-41.54,,
2016,2,29,4,4272,989,60,29,0,-2,-2,-1.94,,
2016,2,29,5,4381,997,56,18,0,0,0,0,,
2016,2,29,6,4707,1060,73,-75,0,0,0,0,,
2016,2,29,7,5326,997,86,-6,0,0,0,0,,
2016,2,29,8,5882,1066,92,-38,0,0.5,0.5,0.48,,
2016,2,29,9,6086,1082,86,13,0,0,0,0,,
2016,2,29,10,6279,1072,80,126,0,0,0,0,,
2016,2,29,11,6433,1017,84,42,0,0,0,0,,
2016,2,29,12,6444,981,73,35,0,0,0,0,,
2016,2,29,13,6374,951,70,-20,0,0,0,0,,
2016,2,29,14,6359,942,73,71,0,0,0,0,,
2016,2,29,15,6260,976,88,72,0,0,0,0,,
2016,2,29,16,6385,997,88,-3,0,0,0,0,,
2016,2,29,17,6630,1057,89,-50,0,0.5,0.5,0.48,,
2016,2,29,18,6894,1132,89,-24,0,1.51,1.51,1.46,,
2016,2,29,19,7129,1210,87,12,0,0,0,0,,
2016,2,29,20,7097,1194,91,94,0,0,0,0,,
2016,2,29,21,6944,1186,91,34,0,0,0,0,,
2016,2,29,22,6682,1143,87,58,0,0,0,0,,
2016,2,29,23,6222,1045,88,79,0,0.51,0.51,0.49,,
2016,2,29,24,5742,934,88,-25,0,4.07,4.07,3.95,,
2016,3,1,1,5389,861,84,-270,0,14.41,14.41,13.99,,
2016,3,1,2,5184,824,89,-191,0,11.68,11.68,11.34,,
2016,3,1,3,5073,804,86,-115,0,10.42,10.42,10.11,,
2016,3,1,4,5019,811,91,-126,0,8.42,8.42,8.17,,
2016,3,1,5,5075,820,93,-82,0,9.61,9.61,9.33,,
2016,3,1,6,5308,899,93,-73,0,5.82,5.82,5.65,,
2016,3,1,7,5884,1034,99,-49,0,5.2,5.2,5.05,,
2016,3,1,8,6410,1126,101,42,0,-3.19,-3.19,-3.09,,
2016,3,1,9,6628,1068,101,39,0,-1.75,-1.75,-1.7,,
2016,3,1,10,6818,1021,99,81,0,-0.55,-0.55,-0.53,,
2016,3,1,11,7001,971,94,148,0,0.51,0.51,0.5,,
2016,3,1,12,7129,990,100,223,0,0,0,0,,
2016,3,1,13,7134,991,99,215,0,0,0,0,,
2016,3,1,14,7141,1021,94,141,0,0,0,0,,
2016,3,1,15,7114,1057,89,175,0,0,0,0,,
2016,3,1,16,7134,1100,89,67,0,0,0,0,,
2016,3,1,17,7179,1141,96,96,0,1.85,1.85,1.8,,
2016,3,1,18,7330,1230,91,-150,0,19.13,19.13,18.58,,
2016,3,1,19,7544,1279,93,-130,0,21.52,21.52,20.9,,
2016,3,1,20,7465,1283,92,-47,0,15.39,15.39,14.94,,
2016,3,1,21,7278,1264,91,-60,0,13.49,13.49,13.09,,
2016,3,1,22,6942,1191,93,-47,0,22.44,22.44,21.79,,
2016,3,1,23,6481,1065,87,-68,0,13.82,13.82,13.42,,
2016,3,1,24,5994,959,78,45,0,9.58,9.58,9.3,,
2016,3,2,1,5643,915,77,15,0,4.61,4.61,4.47,,
2016,3,2,2,5490,884,75,-48,0,5.57,5.57,5.4,,
2016,3,2,3,5367,903,78,-122,0,4.53,4.53,4.4,,
2016,3,2,4,5331,853,86,-120,0,5.08,5.08,4.93,,
2016,3,2,5,5377,858,85,-107,0,6.18,6.18,6,,
2016,3,2,6,5615,903,87,-212,0,8.28,8.28,8.04,,
2016,3,2,7,6113,1010,94,-88,0,6.57,6.57,6.38,,
2016,3,2,8,6582,1127,100,25,0,0,0,0,,
2016,3,2,9,6775,1158,104,-89,0,12.63,12.63,12.26,,
2016,3,2,10,6827,1152,97,-68,0,14.48,14.48,14.06,,
2016,3,2,11,6913,1119,95,15,0,24.05,24.05,23.35,,
2016,3,2,12,6944,1069,92,-28,0,12.57,12.57,12.21,,
2016,3,2,13,6881,1033,89,-26,0,0,0,0,,
2016,3,2,14,6850,1028,79,-12,0,0,0,0,,
2016,3,2,15,6775,1024,84,44,0,-0.12,-0.12,-0.12,,
2016,3,2,16,6763,1043,95,68,0,-0.27,-0.27,-0.26,,
2016,3,2,17,6846,1107,100,50,0,0.54,0.54,0.53,,
2016,3,2,18,6974,1243,109,-72,0,24.46,24.46,23.75,,
2016,3,2,19,7297,1218,111,-47,0,117.1,117.11,113.69,,
2016,3,2,20,7331,1200,112,-40,0,13.52,13.52,13.13,,
2016,3,2,21,7162,1164,110,-2,0,13.2,13.2,12.82,,
2016,3,2,22,6849,1099,108,-61,0,18.7,18.7,18.15,,
2016,3,2,23,6396,1013,98,20,0,14.91,14.91,14.48,,
2016,3,2,24,5929,956,98,112,0,11.02,11.02,10.69,,
2016,3,3,1,5575,904,98,102,0,11.72,11.72,11.38,,
2016,3,3,2,5380,854,96,97,0,14.55,14.55,14.12,,
2016,3,3,3,5277,845,94,55,0,14.55,14.55,14.12,,
2016,3,3,4,5235,854,95,-92,0,14.55,14.55,14.12,,
2016,3,3,5,5268,888,95,-12,0,14.55,14.55,14.12,,
2016,3,3,6,5530,956,99,18,0,3.07,3.07,2.98,,
2016,3,3,7,6076,1065,100,-13,0,4.27,4.27,4.15,,
2016,3,3,8,6619,1176,109,-16,0,13.05,13.05,12.67,,
2016,3,3,9,6776,1125,107,-12,0,5.68,5.68,5.51,,
2016,3,3,10,6825,1082,103,38,0,2.54,2.54,2.46,,
2016,3,3,11,6890,1075,97,-28,0,14.61,14.61,14.18,,
2016,3,3,12,6910,1063,96,53,0,14.5,14.5,14.08,,
2016,3,3,13,6925,1050,97,51,0,14.49,14.49,14.06,,
2016,3,3,14,6933,1039,96,22,0,14.44,14.44,14.02,,
2016,3,3,15,6840,1033,96,3,0,14.41,14.41,13.98,,
2016,3,3,16,6795,1054,96,108,0,11.13,11.13,10.81,,
2016,3,3,17,6844,1054,98,28,0,12.41,12.41,12.05,,
2016,3,3,18,6953,1129,102,-28,0,16.86,16.86,16.37,,
2016,3,3,19,7200,1198,106,21,0,19.39,19.39,18.83,,
2016,3,3,20,7214,1204,107,3,0,16.62,16.62,16.14,,
2016,3,3,21,7069,1180,103,17,0,19.66,19.66,19.09,,
2016,3,3,22,6785,1122,102,97,0,13.02,13.02,12.64,,
2016,3,3,23,6360,1032,96,47,0,13.76,13.76,13.36,,
2016,3,3,24,5890,1011,92,-43,0,13.78,13.78,13.38,,
2016,3,4,1,5528,959,92,-154,0,28.23,28.23,27.41,,
2016,3,4,2,5357,935,89,-81,0,17.21,17.21,16.71,,
2016,3,4,3,5236,937,91,-85,0,11.54,11.54,11.2,,
2016,3,4,4,5190,937,91,-74,0,11.35,11.35,11.02,,
2016,3,4,5,5243,943,94,-72,0,13.89,13.89,13.48,,
2016,3,4,6,5469,1001,98,-182,0,16.85,16.85,16.36,,
2016,3,4,7,5984,1133,100,-106,0,33.99,33.99,33,,
2016,3,4,8,6476,1130,103,-4,0,15.43,15.43,14.98,,
2016,3,4,9,6643,1115,100,-83,0,16.17,16.17,15.7,,
2016,3,4,10,6643,1087,95,-1,0,13.09,13.09,12.7,,
2016,3,4,11,6626,1039,92,-13,0,14.44,14.44,14.02,,
2016,3,4,12,6662,1009,89,-32,0,14.46,14.46,14.04,,
2016,3,4,13,6583,989,89,85,0,13.74,13.74,13.34,,
2016,3,4,14,6594,938,89,-13,0,21.25,21.25,20.63,,
2016,3,4,15,6546,922,89,-121,0,21.25,21.25,20.63,,
2016,3,4,16,6481,943,89,-25,0,14.74,14.74,14.31,,
2016,3,4,17,6533,1003,90,-61,0,18.45,18.45,17.91,,
2016,3,4,18,6616,1074,93,-54,0,20.39,20.39,19.79,,
2016,3,4,19,6867,1153,100,-99,0,27.36,27.36,26.56,,
2016,3,4,20,6884,1140,101,-152,0,29.59,29.59,28.72,,
2016,3,4,21,6724,1123,103,16,0,16.29,16.29,15.82,,
2016,3,4,22,6473,1042,97,-77,0,15.51,15.51,15.06,,
2016,3,4,23,6091,986,93,-23,0,14.93,14.93,14.49,,
2016,3,4,24,5636,933,91,-17,0,24.47,24.47,23.76,,
2016,3,5,1,5283,887,89,-19,0,25.1,25.1,24.37,,
2016,3,5,2,5050,867,89,-48,0,14.51,14.51,14.08,,
2016,3,5,3,4921,828,88,6,0,14.49,14.49,14.07,,
2016,3,5,4,4846,827,86,-55,0,14.52,14.52,14.09,,
2016,3,5,5,4810,846,89,-77,0,14.51,14.51,14.09,,
2016,3,5,6,4885,891,89,-99,0,15.07,15.07,14.63,,
2016,3,5,7,5108,901,94,-29,0,0.84,0.84,0.82,,
2016,3,5,8,5292,921,98,-71,0,5.7,5.7,5.53,,
2016,3,5,9,5628,934,96,-11,0,5.81,5.81,5.64,,
2016,3,5,10,5920,962,96,29,0,13.46,13.46,13.07,,
2016,3,5,11,6065,959,93,21,0,13.5,13.5,13.1,,
2016,3,5,12,6136,920,89,-48,0,12.84,12.84,12.47,,
2016,3,5,13,6078,974,88,55,0,13.47,13.47,13.07,,
2016,3,5,14,5932,857,87,33,0,13.58,13.58,13.18,,
2016,3,5,15,5838,869,86,-39,0,13.46,13.46,13.06,,
2016,3,5,16,5797,833,86,51,0,13.46,13.46,13.07,,
2016,3,5,17,5816,933,87,17,0,11.65,11.65,11.31,,
2016,3,5,18,5978,1030,93,41,0,1.28,1.28,1.24,,
2016,3,5,19,6280,1059,96,-6,0,14.82,14.82,14.38,,
2016,3,5,20,6283,1032,97,12,0,13,13,12.61,,
2016,3,5,21,6130,1020,96,88,0,5.99,5.99,5.82,,
2016,3,5,22,5923,985,94,85,0,4.57,4.57,4.43,,
2016,3,5,23,5641,925,90,92,0,13.46,13.46,13.07,,
2016,3,5,24,5325,873,87,81,0,12.24,12.24,11.88,,
2016,3,6,1,5050,817,85,90,0,12.24,12.24,11.89,,
2016,3,6,2,4836,754,85,61,0,11.02,11.02,10.7,,
2016,3,6,3,4707,732,89,42,0,6.1,6.1,5.92,,
2016,3,6,4,4646,748,87,-33,0,12.81,12.81,12.43,,
2016,3,6,5,4640,761,86,-25,0,9.24,9.24,8.97,,
2016,3,6,6,4718,797,87,-123,0,13.45,13.45,13.05,,
2016,3,6,7,4838,815,90,-150,0,19.53,19.53,18.95,,
2016,3,6,8,4960,840,89,-129,0,6.08,6.08,5.91,,
2016,3,6,9,5144,842,88,-123,0,-1.94,-1.94,-1.88,,
2016,3,6,10,5295,823,86,-70,0,0.23,0.23,0.22,,
2016,3,6,11,5416,805,84,-55,0,6.99,6.99,6.79,,
2016,3,6,12,5510,800,71,-1,0,13.44,13.44,13.05,,
2016,3,6,13,5528,791,79,26,0,9.75,9.75,9.47,,
2016,3,6,14,5487,792,74,69,0,0.49,0.49,0.48,,
2016,3,6,15,5445,789,73,36,0,0,0,0,,
2016,3,6,16,5488,811,78,76,0,0,0,0,,
2016,3,6,17,5619,886,82,104,0,6.61,6.61,6.42,,
2016,3,6,18,5867,991,83,-12,0,13.99,13.99,13.58,,
2016,3,6,19,6263,1075,88,-104,0,23.01,23.01,22.34,,
2016,3,6,20,6309,1084,83,-2,0,11.1,11.1,10.78,,
2016,3,6,21,6181,1063,81,221,0,0,0,0,,
2016,3,6,22,5946,988,81,192,0,0,0,0,,
2016,3,6,23,5600,873,78,165,0,0,0,0,,
2016,3,6,24,5252,796,82,182,0,-1.09,-1.09,-1.05,,
2016,3,7,1,4945,730,78,64,0,-3,-3,-2.91,,
2016,3,7,2,4716,707,73,18,0,-3,-3,-2.91,,
2016,3,7,3,4607,682,67,-24,0,-4.12,-4.12,-4,,
2016,3,7,4,4583,685,60,14,0,-3.2,-3.2,-3.11,,
2016,3,7,5,4646,695,63,-20,0,-3,-3,-2.91,,
2016,3,7,6,4909,752,64,-8,0,-0.5,-0.5,-0.49,,
2016,3,7,7,5469,871,79,-132,0,-0.02,-0.02,-0.02,,
2016,3,7,8,6002,998,85,35,0,0,0,0,,
2016,3,7,9,6162,1049,88,13,0,0.49,0.49,0.48,,
2016,3,7,10,6220,1053,88,-90,0,11.57,11.57,11.23,,
2016,3,7,11,6267,1047,87,-64,0,9.68,9.68,9.4,,
2016,3,7,12,6293,1029,76,-1,0,2.99,2.99,2.9,,
2016,3,7,13,6245,1024,75,-23,0,0,0,0,,
2016,3,7,14,6256,1001,83,-79,0,1.15,1.15,1.11,,
2016,3,7,15,6222,1008,86,35,0,8.78,8.78,8.52,,
2016,3,7,16,6216,1027,86,36,0,10.94,10.94,10.61,,
2016,3,7,17,6264,1046,89,43,0,9.76,9.76,9.48,,
2016,3,7,18,6420,1105,93,18,0,16.7,16.7,16.22,,
2016,3,7,19,6615,1142,96,140,0,5.71,5.71,5.54,,
2016,3,7,20,6619,1112,97,175,0,0,0,0,,
2016,3,7,21,6434,1084,93,103,0,4.97,4.97,4.83,,
2016,3,7,22,6131,1011,89,72,0,2.59,2.59,2.51,,
2016,3,7,23,5685,895,82,25,0,7.43,7.43,7.21,,
2016,3,7,24,5209,780,78,89,0,-1.04,-1.04,-1.01,,
2016,3,8,1,4858,713,71,-67,0,-0.04,-0.04,-0.04,,
2016,3,8,2,4664,674,68,44,0,-2.5,-2.5,-2.43,,
2016,3,8,3,4556,673,67,21,0,-3,-3,-2.91,,
2016,3,8,4,4518,668,68,47,0,-1.5,-1.5,-1.46,,
2016,3,8,5,4558,659,72,-110,0,3.48,3.48,3.38,,
2016,3,8,6,4812,751,82,-220,0,0,0,0,,
2016,3,8,7,5304,912,84,-1,0,0.76,0.76,0.74,,
2016,3,8,8,5830,914,77,160,0,0,0,0,,
2016,3,8,9,6097,906,82,110,0,0,0,0,,
2016,3,8,10,6174,881,80,90,0,0,0,0,,
2016,3,8,11,6189,872,83,106,0,0,0,0,,
2016,3,8,12,6176,885,81,104,0,0.49,0.49,0.48,,
2016,3,8,13,6096,906,49,27,0,2,2,1.94,,
2016,3,8,14,6126,877,79,45,0,2.43,2.43,2.36,,
2016,3,8,15,6089,897,75,89,0,4.41,4.41,4.28,,
2016,3,8,16,6069,945,71,110,0,0,0,0,,
2016,3,8,17,6177,1028,79,161,0,1.5,1.5,1.46,,
2016,3,8,18,6270,1121,77,-189,0,32.13,32.13,31.2,,
2016,3,8,19,6472,1133,72,62,0,8.03,8.03,7.8,,
2016,3,8,20,6520,1097,74,125,0,2.24,2.24,2.17,,
2016,3,8,21,6365,1051,70,54,0,0,0,0,,
2016,3,8,22,6034,932,70,105,0,0.51,0.51,0.49,,
2016,3,8,23,5623,842,68,129,0,-0.52,-0.52,-0.51,,
2016,3,8,24,5136,778,69,48,0,-3,-3,-2.91,,
2016,3,9,1,4799,690,55,51,0,-3,-3,-2.91,,
2016,3,9,2,4599,665,53,67,0,-3,-3,-2.91,,
2016,3,9,3,4470,670,54,67,0,-3,-3,-2.91,,
2016,3,9,4,4427,673,54,51,0,-3,-3,-2.91,,
2016,3,9,5,4418,687,54,-6,0,-2.5,-2.5,-2.43,,
2016,3,9,6,4702,722,58,-34,0,-0.5,-0.5,-0.49,,
2016,3,9,7,5231,819,65,2,0,-1.25,-1.25,-1.22,,
2016,3,9,8,5676,936,67,17,0,-0.52,-0.52,-0.51,,
2016,3,9,9,5867,921,75,66,0,0,0,0,,
2016,3,9,10,6005,856,76,91,0,0,0,0,,
2016,3,9,11,6075,855,68,51,0,0,0,0,,
2016,3,9,12,6158,869,70,83,0,0,0,0,,
2016,3,9,13,6169,894,67,8,0,-1.52,-1.52,-1.48,,
2016,3,9,14,6144,909,67,66,0,-3,-3,-2.91,,
2016,3,9,15,6123,897,62,91,0,-2.77,-2.77,-2.69,,
2016,3,9,16,6121,919,68,41,0,-1.75,-1.75,-1.7,,
2016,3,9,17,6126,946,75,4,0,-1.27,-1.27,-1.23,,
2016,3,9,18,6209,981,82,-39,0,0,0,0,,
2016,3,9,19,6409,1021,78,14,0,-0.25,-0.25,-0.24,,
2016,3,9,20,6421,1020,84,33,0,0,0,0,,
2016,3,9,21,6240,981,88,67,0,-0.02,-0.02,-0.02,,
2016,3,9,22,5944,928,92,56,0,0,0,0,,
2016,3,9,23,5448,816,86,22,0,-1.77,-1.77,-1.72,,
2016,3,9,24,4998,721,79,142,0,-3,-3,-2.91,,
2016,3,10,1,4645,638,76,20,0,-0.52,-0.52,-0.51,,
2016,3,10,2,4443,604,70,-66,0,-3.12,-3.12,-3.03,,
2016,3,10,3,4321,606,68,-24,0,-3.25,-3.25,-3.15,,
2016,3,10,4,4272,597,70,-138,0,-0.29,-0.29,-0.28,,
2016,3,10,5,4309,627,73,-101,0,0.5,0.5,0.49,,
2016,3,10,6,4557,708,82,-248,0,6.73,6.73,6.53,,
2016,3,10,7,5120,845,88,-118,0,10.66,10.66,10.35,,
2016,3,10,8,5736,923,94,-10,0,4.73,4.73,4.59,,
2016,3,10,9,5956,920,91,-23,0,14.5,14.5,14.08,,
2016,3,10,10,6113,909,89,23,0,8.81,8.81,8.56,,
2016,3,10,11,6228,897,89,12,0,14.5,14.5,14.07,,
2016,3,10,12,6247,939,89,-83,0,13.77,13.77,13.37,,
2016,3,10,13,6213,922,88,-7,0,7.39,7.39,7.17,,
2016,3,10,14,6284,901,89,38,0,14.48,14.48,14.06,,
2016,3,10,15,6227,918,90,-55,0,13.09,13.09,12.71,,
2016,3,10,16,6198,944,94,83,0,9.56,9.56,9.28,,
2016,3,10,17,6277,976,99,18,0,9.1,9.1,8.83,,
2016,3,10,18,6336,1004,99,0,0,5.52,5.52,5.36,,
2016,3,10,19,6451,1037,100,-58,0,8.15,8.15,7.92,,
2016,3,10,20,6457,1048,100,-24,0,17.51,17.51,17,,
2016,3,10,21,6349,1011,96,-34,0,19.26,19.26,18.7,,
2016,3,10,22,6065,933,89,17,0,18.42,18.42,17.88,,
2016,3,10,23,5645,850,91,19,0,3.01,3.01,2.92,,
2016,3,10,24,5202,820,85,46,0,-0.38,-0.38,-0.37,,
2016,3,11,1,4838,669,77,136,0,-2.52,-2.52,-2.45,,
2016,3,11,2,4643,674,72,117,0,-2.85,-2.85,-2.76,,
2016,3,11,3,4529,658,62,-69,0,-1.39,-1.39,-1.35,,
2016,3,11,4,4508,659,74,-47,0,0,0,0,,
2016,3,11,5,4541,671,76,70,0,-0.31,-0.31,-0.3,,
2016,3,11,6,4797,724,90,-54,0,0.48,0.48,0.47,,
2016,3,11,7,5320,836,90,45,0,3.16,3.16,3.07,,
2016,3,11,8,5858,927,101,-111,0,1.5,1.5,1.45,,
2016,3,11,9,6065,913,98,-30,0,2.41,2.41,2.34,,
2016,3,11,10,6209,887,96,2,0,5.21,5.21,5.06,,
2016,3,11,11,6264,856,91,25,0,3.65,3.65,3.55,,
2016,3,11,12,6252,842,90,76,0,-0.94,-0.94,-0.91,,
2016,3,11,13,6140,825,88,71,0,-1.7,-1.7,-1.65,,
2016,3,11,14,6065,801,90,-18,0,-1.85,-1.85,-1.8,,
2016,3,11,15,5970,814,87,-159,0,4.69,4.69,4.55,,
2016,3,11,16,5918,840,89,-139,0,0.19,0.19,0.18,,
2016,3,11,17,5937,866,92,-157,0,5.57,5.57,5.41,,
2016,3,11,18,5963,953,97,-180,0,-1.02,-1.02,-0.99,,
2016,3,11,19,6155,996,100,-68,0,5.11,5.11,4.96,,
2016,3,11,20,6291,1019,101,-115,0,9.95,9.95,9.66,,
2016,3,11,21,6175,963,100,-94,0,2.62,2.62,2.54,,
2016,3,11,22,5966,927,100,-73,0,6.03,6.03,5.85,,
2016,3,11,23,5574,842,94,-38,0,4,4,3.88,,
2016,3,11,24,5151,773,83,-84,0,5.57,5.57,5.4,,
2016,3,12,1,4778,764,82,-116,0,-0.53,-0.53,-0.51,,
2016,3,12,2,4569,740,77,-143,0,-2.52,-2.52,-2.45,,
2016,3,12,3,4426,714,81,-20,0,-2.77,-2.77,-2.69,,
2016,3,12,4,4360,711,70,-16,0,-1.03,-1.03,-1,,
2016,3,12,5,4360,717,73,-193,0,2.46,2.46,2.39,,
2016,3,12,6,4449,747,78,-286,0,0.98,0.98,0.95,,
2016,3,12,7,4610,758,88,-259,0,0,0,0,,
2016,3,12,8,4806,799,82,-185,0,-2.23,-2.23,-2.17,,
2016,3,12,9,5011,827,78,-164,0,0,0,0,,
2016,3,12,10,5204,818,90,-78,0,-1.26,-1.26,-1.22,,
2016,3,12,11,5352,793,77,-225,0,4.7,4.7,4.56,,
2016,3,12,12,5415,779,88,-171,0,3.97,3.97,3.85,,
2016,3,12,13,5361,760,86,-152,0,1.01,1.01,0.99,,
2016,3,12,14,5258,739,81,-122,0,3.42,3.42,3.33,,
2016,3,12,15,5188,732,84,-62,0,0,0,0,,
2016,3,12,16,5176,739,88,-161,0,4.57,4.57,4.44,,
2016,3,12,17,5217,773,87,-262,0,6.59,6.59,6.4,,
2016,3,12,18,5317,853,88,-220,0,6,6,5.83,,
2016,3,12,19,5564,908,83,10,0,13.12,13.12,12.74,,
2016,3,12,20,5597,902,87,-108,0,7.6,7.6,7.38,,
2016,3,12,21,5443,864,92,-111,0,2.06,2.06,2,,
2016,3,12,22,5228,793,90,-162,0,3.33,3.33,3.24,,
2016,3,12,23,4976,732,87,-103,0,2.44,2.44,2.37,,
2016,3,12,24,4664,689,87,-115,0,0.96,0.96,0.93,,
2016,3,13,1,4402,699,77,-167,0,-26.38,-26.38,-25.61,,
2016,3,13,2,4215,672,75,-149,0,-3.75,-3.75,-3.64,,
2016,3,13,3,4098,649,69,-112,0,-7.53,-7.53,-7.31,,
2016,3,13,4,4057,626,69,-133,0,-3,-3,-2.91,,
2016,3,13,5,4085,651,58,-160,0,-6.89,-6.89,-6.68,,
2016,3,13,6,4188,688,55,-134,0,0,0,0,,
2016,3,13,7,4308,723,68,-201,0,0,0,0,,
2016,3,13,8,4468,744,76,-213,0,0,0,0,,
2016,3,13,9,4724,731,79,-101,0,-3,-3,-2.91,,
2016,3,13,10,4978,732,79,72,0,-3,-3,-2.91,,
2016,3,13,11,5135,751,81,26,0,-3,-3,-2.91,,
2016,3,13,12,5197,762,80,-49,0,-3,-3,-2.91,,
2016,3,13,13,5204,752,75,-18,0,-3,-3,-2.91,,
2016,3,13,14,5168,755,75,28,0,-2.75,-2.75,-2.67,,
2016,3,13,15,5180,750,72,-25,0,-3,-3,-2.91,,
2016,3,13,16,5239,793,72,35,0,-1.52,-1.52,-1.48,,
2016,3,13,17,5307,858,75,-26,0,0,0,0,,
2016,3,13,18,5418,904,81,-70,0,0,0,0,,
2016,3,13,19,5661,960,88,-26,0,0,0,0,,
2016,3,13,20,5722,949,79,-115,0,0,0,0,,
2016,3,13,21,5568,917,74,17,0,0,0,0,,
2016,3,13,22,5310,848,74,-6,0,-1.77,-1.77,-1.72,,
2016,3,13,23,4962,823,70,12,0,-3.1,-3.1,-3.01,,
2016,3,13,24,4635,664,63,58,0,-151.78,-151.78,-147.35,,
2016,3,14,1,4442,630,61,75,0,-3,-3,-2.91,,
2016,3,14,2,4342,613,59,100,0,-3,-3,-2.91,,
2016,3,14,3,4323,609,62,10,0,-3,-3,-2.91,,
2016,3,14,4,4378,634,64,-8,0,-3,-3,-2.91,,
2016,3,14,5,4590,671,60,-91,0,0.63,0.63,0.61,,
2016,3,14,6,5050,775,77,-183,0,3.41,3.41,3.31,,
2016,3,14,7,5655,874,80,-98,0,3.49,3.49,3.39,,
2016,3,14,8,5952,930,83,7,0,0.85,0.85,0.83,,
2016,3,14,9,6115,948,90,-90,0,10.86,10.86,10.55,,
2016,3,14,10,6236,954,93,-28,0,8.39,8.39,8.14,,
2016,3,14,11,6333,973,86,-56,0,4.03,4.03,3.91,,
2016,3,14,12,6349,981,83,-75,0,2.91,2.91,2.82,,
2016,3,14,13,6347,980,90,-141,0,4.63,4.63,4.49,,
2016,3,14,14,6281,983,92,-155,0,2.81,2.81,2.73,,
2016,3,14,15,6225,986,85,-97,0,1.77,1.77,1.72,,
2016,3,14,16,6210,1021,85,-154,0,11.29,11.29,10.97,,
2016,3,14,17,6230,1036,91,-175,0,12.43,12.43,12.07,,
2016,3,14,18,6264,1018,90,-218,0,11.39,11.39,11.06,,
2016,3,14,19,6358,1045,91,-9,0,10.84,10.84,10.52,,
2016,3,14,20,6323,1018,91,-48,0,11.28,11.28,10.96,,
2016,3,14,21,6075,961,88,-82,0,8.12,8.12,7.88,,
2016,3,14,22,5688,875,84,87,0,1.17,1.17,1.13,,
2016,3,14,23,5209,766,79,39,0,-0.7,-0.7,-0.68,,
2016,3,14,24,4836,723,77,53,0,-1.75,-1.75,-1.7,,
2016,3,15,1,4584,667,73,13,0,-2.54,-2.54,-2.47,,
2016,3,15,2,4435,671,68,15,0,-2.66,-2.66,-2.58,,
2016,3,15,3,4388,652,68,-11,0,0,0,0,,
2016,3,15,4,4398,654,69,-22,0,1.67,1.67,1.62,,
2016,3,15,5,4651,716,75,-36,0,9.58,9.58,9.3,,
2016,3,15,6,5102,865,81,-186,0,10.73,10.73,10.42,,
2016,3,15,7,5691,921,82,94,0,4.23,4.23,4.11,,
2016,3,15,8,5956,938,80,-42,0,7.67,7.67,7.45,,
2016,3,15,9,6118,963,80,-150,0,12.32,12.32,11.96,,
2016,3,15,10,6230,966,80,-16,0,10.3,10.3,10,,
2016,3,15,11,6327,967,79,110,0,6.1,6.1,5.92,,
2016,3,15,12,6285,972,78,-17,0,6.16,6.16,5.98,,
2016,3,15,13,6231,978,79,-30,0,5.98,5.98,5.8,,
2016,3,15,14,6115,966,78,16,0,-0.47,-0.47,-0.46,,
2016,3,15,15,6072,982,78,-97,0,5.25,5.25,5.1,,
2016,3,15,16,6055,998,80,-205,0,6.09,6.09,5.91,,
2016,3,15,17,6077,1000,86,-81,0,6.04,6.04,5.86,,
2016,3,15,18,6076,979,139,-68,0,5.93,5.93,5.76,,
