Year,Month,Day,Hour,Toronto,Ottawa,Bruce,Difference,Holiday & Weekends,Price_Tor,Price_Ott,Price_Bruce,"
",
2016,11,4,17,5858,1084,80,17,0,11.59,11.59,11.25,,
2016,11,4,18,6060,1148,78,17,0,37.24,37.24,36.16,,
2016,11,4,19,6103,1144,75,38,0,28.63,28.63,27.8,,
2016,11,4,20,5969,1115,72,-2,0,15.61,15.61,15.15,,
2016,11,4,21,5743,1071,58,12,0,9.96,9.96,9.67,,
2016,11,4,22,5372,994,62,-82,0,5.82,5.82,5.65,,
2016,11,4,23,4973,926,58,8,0,0,0,0,,
2016,11,4,24,4630,876,50,25,0,0,0,0,,
2016,11,5,1,4391,838,51,-31,0,-0.84,-0.84,-0.81,,
2016,11,5,2,4237,813,52,-7,0,-0.02,-0.02,-0.02,,
2016,11,5,3,4122,799,55,-48,0,-1.55,-1.55,-1.5,,
2016,11,5,4,4112,801,56,-18,0,-3,-3,-2.91,,
2016,11,5,5,4187,821,62,-69,0,-0.54,-0.54,-0.53,,
2016,11,5,6,4395,867,69,-91,0,-0.25,-0.25,-0.24,,
2016,11,5,7,4697,913,69,69,0,0,0,0,,
2016,11,5,8,4916,953,70,61,0,1.7,1.7,1.65,,
2016,11,5,9,5141,1014,71,-46,0,0,0,0,,
2016,11,5,10,5270,1055,68,20,0,2.91,2.91,2.83,,
2016,11,5,11,5318,1052,58,142,0,11.03,11.03,10.71,,
2016,11,5,12,5314,1032,56,44,0,29.88,29.88,29.01,,
2016,11,5,13,5276,995,63,-2,0,38.98,38.98,37.84,,
2016,11,5,14,5178,987,67,150,0,2.3,2.3,2.23,,
2016,11,5,15,5138,1009,68,249,0,-2.75,-2.75,-2.67,,
2016,11,5,16,5173,1027,70,144,0,3.58,3.58,3.47,,
2016,11,5,17,5274,1086,73,54,0,28.43,28.43,27.6,,
2016,11,5,18,5525,1137,74,8,0,82.93,82.93,80.51,,
2016,11,5,19,5505,1100,74,33,0,7.52,7.52,7.29,,
2016,11,5,20,5367,1061,72,-4,0,13.82,13.82,13.41,,
2016,11,5,21,5183,1010,72,39,0,11.22,11.22,10.89,,
2016,11,5,22,4932,953,69,-5,0,9.8,9.8,9.51,,
2016,11,5,23,4627,880,64,-60,0,2.34,2.34,2.27,,
2016,11,5,24,4349,839,61,-18,0,-0.27,-0.27,-0.26,,
2016,11,6,1,4137,796,57,67,0,-1.29,-1.29,-1.25,,
2016,11,6,2,3988,781,60,76,0,0,0,0,,
2016,11,6,3,3915,782,61,77,0,-2.04,-2.04,-1.98,,
2016,11,6,4,3887,768,62,46,0,0,0,0,,
2016,11,6,5,3900,781,64,45,0,1,1,0.97,,
2016,11,6,6,3980,804,67,40,0,13.98,13.98,13.57,,
2016,11,6,7,4144,852,73,33,0,10.82,10.82,10.51,,
2016,11,6,8,4344,878,75,-46,0,6.04,6.04,5.87,,
2016,11,6,9,4599,892,74,-13,0,12.77,12.77,12.39,,
2016,11,6,10,4810,915,74,-94,0,8.14,8.14,7.9,,
2016,11,6,11,4935,909,74,23,0,4.1,4.1,3.98,,
2016,11,6,12,4996,898,61,-56,0,6.8,6.8,6.6,,
2016,11,6,13,5011,905,49,48,0,-2.47,-2.47,-2.39,,
2016,11,6,14,4991,904,67,8,0,-3,-3,-2.91,,
2016,11,6,15,4980,913,68,34,0,-2.52,-2.52,-2.45,,
2016,11,6,16,5041,953,69,44,0,8.72,8.72,8.46,,
2016,11,6,17,5224,1045,74,-72,0,13.69,13.69,13.29,,
2016,11,6,18,5670,1186,77,43,0,20.12,20.12,19.53,,
2016,11,6,19,5740,1163,74,-36,0,19.57,19.57,19,,
2016,11,6,20,5606,1131,70,-26,0,14.5,14.5,14.08,,
2016,11,6,21,5451,1095,69,-52,0,10.52,10.52,10.21,,
2016,11,6,22,5228,1027,64,-60,0,19.75,19.75,19.18,,
2016,11,6,23,4894,952,61,-56,0,10.18,10.18,9.88,,
2016,11,6,24,4565,852,60,67,0,2.91,2.91,2.83,,
2016,11,7,1,4333,681,55,31,0,0,0,0,,
2016,11,7,2,4186,640,51,-19,0,0,0,0,,
2016,11,7,3,4119,630,50,-3,0,0,0,0,,
2016,11,7,4,4110,622,50,58,0,0,0,0,,
2016,11,7,5,4197,661,51,52,0,-1.28,-1.28,-1.24,,
2016,11,7,6,4482,726,60,-24,0,0,0,0,,
2016,11,7,7,5072,857,66,4,0,5.33,5.33,5.18,,
2016,11,7,8,5581,908,72,-214,0,20,20,19.42,,
2016,11,7,9,5699,878,75,-185,0,29.77,29.77,28.9,,
2016,11,7,10,5762,826,75,-144,0,21.96,21.96,21.33,,
2016,11,7,11,5844,815,73,-85,0,51.54,51.54,50.04,,
2016,11,7,12,5915,821,70,2,0,18.99,18.99,18.44,,
2016,11,7,13,5897,826,70,-6,0,6.22,6.22,6.03,,
2016,11,7,14,5916,820,69,-6,0,12.11,12.11,11.76,,
2016,11,7,15,5894,834,71,94,0,2.21,2.21,2.15,,
2016,11,7,16,5915,855,72,58,0,13.85,13.85,13.44,,
2016,11,7,17,6077,937,75,-92,0,23.17,23.17,22.5,,
2016,11,7,18,6378,1028,77,28,0,22.57,22.57,21.91,,
2016,11,7,19,6344,993,74,-53,0,24.39,24.39,23.68,,
2016,11,7,20,6235,956,72,-16,0,26,26,25.24,,
2016,11,7,21,6068,947,63,-53,0,28.72,28.72,27.89,,
2016,11,7,22,5762,887,65,-11,0,19.22,19.22,18.66,,
2016,11,7,23,5321,786,60,-23,0,9.68,9.68,9.39,,
2016,11,7,24,4884,721,58,17,0,1.76,1.76,1.71,,
2016,11,8,1,4564,660,52,4,0,-0.77,-0.77,-0.75,,
2016,11,8,2,4397,631,54,6,0,-3,-3,-2.91,,
2016,11,8,3,4286,628,53,-42,0,-3,-3,-2.91,,
2016,11,8,4,4243,627,55,-15,0,-3,-3,-2.91,,
2016,11,8,5,4301,639,55,-2,0,-2.77,-2.77,-2.69,,
2016,11,8,6,4587,704,59,23,0,-0.52,-0.52,-0.51,,
2016,11,8,7,5145,745,70,-58,0,10.43,10.43,10.12,,
2016,11,8,8,5631,794,75,-136,0,14.67,14.67,14.24,,
2016,11,8,9,5772,761,75,-136,0,23.82,23.82,23.12,,
2016,11,8,10,5842,709,75,-70,0,18.04,18.04,17.51,,
2016,11,8,11,5917,715,76,-58,0,42.18,42.18,40.95,,
2016,11,8,12,5958,738,73,54,0,15.59,15.59,15.13,,
2016,11,8,13,5988,721,76,164,0,1,1,0.97,,
2016,11,8,14,6015,779,76,82,0,-2.52,-2.52,-2.44,,
2016,11,8,15,6029,913,73,75,0,-0.02,-0.02,-0.02,,
2016,11,8,16,6107,829,82,85,0,5.99,5.99,5.82,,
2016,11,8,17,6307,860,83,-82,0,20.27,20.27,19.68,,
2016,11,8,18,6522,925,78,-173,0,46.59,46.59,45.23,,
2016,11,8,19,6421,896,71,118,0,29.03,29.03,28.18,,
2016,11,8,20,6318,870,73,150,0,11.79,11.79,11.44,,
2016,11,8,21,6090,824,71,223,0,4.8,4.8,4.66,,
2016,11,8,22,5803,769,70,150,0,1,1,0.97,,
2016,11,8,23,5385,700,56,98,0,5.33,5.33,5.18,,
2016,11,8,24,4968,722,52,121,0,0,0,0,,
2016,11,9,1,4627,677,57,30,0,0,0,0,,
2016,11,9,2,4410,644,55,-102,0,-2.02,-2.02,-1.96,,
2016,11,9,3,4279,628,52,-88,0,-3,-3,-2.91,,
2016,11,9,4,4250,619,53,-53,0,-3,-3,-2.91,,
2016,11,9,5,4311,616,56,-39,0,-3.09,-3.09,-3,,
2016,11,9,6,4565,671,60,13,0,-1.75,-1.75,-1.7,,
2016,11,9,7,5140,729,69,25,0,1.5,1.5,1.46,,
2016,11,9,8,5670,773,76,-92,0,8.95,8.95,8.69,,
2016,11,9,9,5817,778,75,3,0,8.5,8.5,8.25,,
2016,11,9,10,5883,745,74,-112,0,4.83,4.83,4.69,,
2016,11,9,11,5971,722,73,9,0,0,0,0,,
2016,11,9,12,6019,736,75,5,0,0,0,0,,
2016,11,9,13,5980,865,74,51,0,-1.5,-1.5,-1.46,,
2016,11,9,14,5963,880,66,64,0,-3,-3,-2.91,,
2016,11,9,15,5954,894,71,68,0,-3.09,-3.09,-3,,
2016,11,9,16,6005,913,76,127,0,-1.75,-1.75,-1.7,,
2016,11,9,17,6084,864,87,-207,0,15.24,15.24,14.79,,
2016,11,9,18,5983,850,87,"-1,544",0,65.05,65.05,63.16,,
2016,11,9,19,5833,834,85,"-1,987",0,39.88,39.88,38.72,,
2016,11,9,20,5682,817,82,"-2,195",0,32.27,32.27,31.33,,
2016,11,9,21,5532,800,80,"-2,124",0,36.08,36.08,35.03,,
2016,11,9,22,5382,784,78,"-1,772",0,31.41,31.41,30.5,,
2016,11,9,23,5232,767,76,"-1,058",0,27.29,27.29,26.5,,
2016,11,9,24,5082,750,73,-201,0,15.36,15.36,14.91,,
2016,11,10,1,4932,733,71,184,0,4.83,4.83,4.69,,
2016,11,10,2,4781,717,69,328,0,0,0,0,,
2016,11,10,3,4631,700,66,275,0,0,0,0,,
2016,11,10,4,4481,683,64,23,0,0,0,0,,
2016,11,10,5,4452,677,63,-25,0,-2.54,-2.54,-2.47,,
2016,11,10,6,4675,739,58,-24,0,0,0,0,,
2016,11,10,7,5255,769,59,-19,0,0,0,0,,
2016,11,10,8,5783,814,69,-150,0,8.69,8.69,8.44,,
2016,11,10,9,5889,805,61,-146,0,5.23,5.23,5.08,,
2016,11,10,10,5928,784,57,-76,0,0,0,0,,
2016,11,10,11,5938,858,48,-59,0,0,0,0,,
2016,11,10,12,5944,775,59,-77,0,0,0,0,,
2016,11,10,13,5907,766,59,-105,0,-1.77,-1.77,-1.72,,
2016,11,10,14,5940,761,73,10,0,-2.77,-2.77,-2.69,,
2016,11,10,15,5949,784,77,-13,0,0,0,0,,
2016,11,10,16,5969,798,76,9,0,0,0,0,,
2016,11,10,17,6054,834,72,-97,0,0,0,0,,
2016,11,10,18,6380,905,79,-57,0,0,0,0,,
2016,11,10,19,6373,892,84,-20,0,1.07,1.07,1.04,,
2016,11,10,20,6259,872,77,15,0,0,0,0,,
2016,11,10,21,6093,832,72,143,0,0,0,0,,
2016,11,10,22,5832,761,78,148,0,0,0,0,,
2016,11,10,23,5375,686,79,300,0,-1.25,-1.25,-1.22,,
2016,11,10,24,4926,680,70,187,0,-1,-1,-0.97,,
2016,11,11,1,4587,619,71,38,0,-2.52,-2.52,-2.45,,
2016,11,11,2,4392,591,61,-20,0,-0.51,-0.51,-0.49,,
2016,11,11,3,4255,602,60,3,0,-3,-3,-2.91,,
2016,11,11,4,4198,595,59,27,0,-3,-3,-2.91,,
2016,11,11,5,4224,621,55,54,0,-4,-4,-3.88,,
2016,11,11,6,4501,672,62,8,0,-2.25,-2.25,-2.18,,
2016,11,11,7,5050,783,66,-18,0,0,0,0,,
2016,11,11,8,5550,854,82,-78,0,2.4,2.4,2.33,,
2016,11,11,9,5743,762,78,-68,0,0,0,0,,
2016,11,11,10,5853,763,78,32,0,0,0,0,,
2016,11,11,11,5819,779,74,-66,0,0,0,0,,
2016,11,11,12,5875,786,77,-36,0,0,0,0,,
2016,11,11,13,5896,776,75,-42,0,0,0,0,,
2016,11,11,14,5918,750,77,44,0,-1.75,-1.75,-1.7,,
2016,11,11,15,5920,746,80,60,0,-1.06,-1.06,-1.03,,
2016,11,11,16,5948,778,84,56,0,0,0,0,,
2016,11,11,17,6078,856,99,20,0,2.61,2.61,2.53,,
2016,11,11,18,6383,933,104,-47,0,19.36,19.36,18.79,,
2016,11,11,19,6345,906,102,-7,0,20.43,20.43,19.84,,
2016,11,11,20,6232,880,102,-49,0,22.02,22.02,21.38,,
2016,11,11,21,6056,852,100,-35,0,25.66,25.66,24.91,,
2016,11,11,22,5841,798,96,-35,0,30,30,29.13,,
2016,11,11,23,5487,706,94,2,0,15.06,15.06,14.62,,
2016,11,11,24,5072,617,90,15,0,20.6,20.6,20,,
2016,11,12,1,4739,569,86,81,0,17.71,17.71,17.19,,
2016,11,12,2,4541,662,85,-6,0,12.16,12.16,11.8,,
2016,11,12,3,4411,679,82,22,0,11.69,11.69,11.35,,
2016,11,12,4,4326,674,82,-4,0,12.71,12.71,12.34,,
2016,11,12,5,4305,687,84,5,0,9.39,9.39,9.12,,
2016,11,12,6,4407,712,86,53,0,9.54,9.54,9.26,,
2016,11,12,7,4637,767,90,-95,0,11.02,11.02,10.69,,
2016,11,12,8,4856,789,85,-21,0,6.07,6.07,5.89,,
2016,11,12,9,5116,804,89,5,0,4.92,4.92,4.78,,
2016,11,12,10,5281,807,76,73,0,3.97,3.97,3.86,,
2016,11,12,11,5388,806,84,-4,0,1.49,1.49,1.45,,
2016,11,12,12,5410,803,83,155,0,-0.03,-0.03,-0.03,,
2016,11,12,13,5407,822,83,275,0,1.45,1.45,1.41,,
2016,11,12,14,5353,856,74,57,0,5.83,5.83,5.67,,
2016,11,12,15,5269,856,78,94,0,0,0,0,,
2016,11,12,16,5258,849,81,122,0,3.54,3.54,3.44,,
2016,11,12,17,5402,924,83,111,0,6.36,6.36,6.18,,
2016,11,12,18,5816,1025,90,-37,0,23.78,23.78,23.09,,
2016,11,12,19,5812,993,92,46,0,48.49,48.49,47.07,,
2016,11,12,20,5658,960,94,202,0,3.37,3.37,3.27,,
2016,11,12,21,5471,900,89,110,0,1.5,1.5,1.46,,
2016,11,12,22,5281,856,88,144,0,0.51,0.51,0.49,,
2016,11,12,23,5018,792,86,114,0,1,1,0.97,,
2016,11,12,24,4716,726,78,47,0,-0.5,-0.5,-0.49,,
2016,11,13,1,4455,665,76,134,0,-3,-3,-2.91,,
2016,11,13,2,4269,644,76,41,0,-2.77,-2.77,-2.69,,
2016,11,13,3,4133,640,65,80,0,-3,-3,-2.91,,
2016,11,13,4,4065,630,68,82,0,-3,-3,-2.91,,
2016,11,13,5,4051,618,66,50,0,-3,-3,-2.91,,
2016,11,13,6,4082,640,70,-8,0,-2.52,-2.52,-2.45,,
2016,11,13,7,4233,689,77,120,0,-1,-1,-0.97,,
2016,11,13,8,4366,715,81,-49,0,0,0,0,,
2016,11,13,9,4605,708,77,-89,0,-0.27,-0.27,-0.26,,
2016,11,13,10,4790,704,81,85,0,-1.53,-1.53,-1.48,,
2016,11,13,11,4924,732,77,-34,0,-1.05,-1.05,-1.02,,
2016,11,13,12,5020,714,81,-26,0,-0.5,-0.5,-0.49,,
2016,11,13,13,5045,736,79,-6,0,-0.52,-0.52,-0.51,,
2016,11,13,14,5013,737,74,103,0,-3,-3,-2.91,,
2016,11,13,15,5004,753,76,83,0,-2.27,-2.27,-2.2,,
2016,11,13,16,5052,798,83,75,0,0,0,0,,
2016,11,13,17,5252,899,84,3,0,0,0,0,,
2016,11,13,18,5747,1018,86,9,0,4.62,4.62,4.48,,
2016,11,13,19,5791,986,90,-6,0,2.65,2.65,2.57,,
2016,11,13,20,5675,936,91,-28,0,1.2,1.2,1.16,,
2016,11,13,21,5538,912,88,88,0,0,0,0,,
2016,11,13,22,5311,868,92,-9,0,1.52,1.52,1.48,,
2016,11,13,23,4991,777,87,103,0,0,0,0,,
2016,11,13,24,4645,691,81,65,0,-1.5,-1.5,-1.46,,
2016,11,14,1,4384,630,83,-3,0,-3,-3,-2.91,,
2016,11,14,2,4220,608,66,-4,0,-0.3,-0.3,-0.29,,
2016,11,14,3,4138,607,69,-21,0,-0.01,-0.01,-0.01,,
2016,11,14,4,4122,600,72,-2,0,-0.75,-0.75,-0.73,,
2016,11,14,5,4197,616,76,-19,0,-1.02,-1.02,-0.99,,
2016,11,14,6,4473,676,86,-7,0,0,0,0,,
2016,11,14,7,5057,793,98,23,0,3.93,3.93,3.82,,
2016,11,14,8,5597,902,104,-177,0,9.45,9.45,9.18,,
2016,11,14,9,5765,856,96,-155,0,11.51,11.51,11.18,,
2016,11,14,10,5830,823,85,-123,0,13.09,13.09,12.71,,
2016,11,14,11,5884,812,84,-63,0,4.52,4.52,4.39,,
2016,11,14,12,5918,805,73,-57,0,3.02,3.02,2.93,,
2016,11,14,13,5904,805,70,18,0,6.08,6.08,5.91,,
2016,11,14,14,5908,816,78,-6,0,6.13,6.13,5.95,,
2016,11,14,15,5882,831,81,36,0,10.78,10.78,10.47,,
2016,11,14,16,5900,856,89,10,0,7.24,7.24,7.03,,
2016,11,14,17,6068,927,98,-54,0,11.25,11.25,10.92,,
2016,11,14,18,6393,1021,102,-73,0,59.82,59.82,58.08,,
2016,11,14,19,6315,994,97,13,0,14.52,14.52,14.09,,
2016,11,14,20,6274,972,93,48,0,14.51,14.51,14.09,,
2016,11,14,21,6069,958,89,-30,0,16.31,16.31,15.83,,
2016,11,14,22,5785,901,88,-19,0,10.02,10.02,9.73,,
2016,11,14,23,5392,812,82,39,0,11.79,11.79,11.45,,
2016,11,14,24,4967,714,75,58,0,7.27,7.27,7.05,,
2016,11,15,1,4644,622,73,12,0,7.6,7.6,7.37,,
2016,11,15,2,4468,596,75,16,0,12.18,12.18,11.83,,
2016,11,15,3,4368,594,76,23,0,9.33,9.33,9.06,,
2016,11,15,4,4317,589,81,-5,0,14.5,14.5,14.07,,
2016,11,15,5,4380,606,79,5,0,13.81,13.81,13.4,,
2016,11,15,6,4662,699,86,-2,0,3.4,3.4,3.3,,
2016,11,15,7,5221,842,89,-37,0,24.14,24.14,23.44,,
2016,11,15,8,5755,924,93,-212,0,165.95,165.95,161.12,,
2016,11,15,9,5867,907,91,-135,0,25.71,25.71,24.96,,
2016,11,15,10,5914,863,87,-189,0,17.66,17.66,17.14,,
2016,11,15,11,5941,859,89,-132,0,26.89,26.89,26.1,,
2016,11,15,12,6006,832,74,-124,0,14.5,14.5,14.08,,
2016,11,15,13,5992,820,85,-15,0,8.57,8.57,8.32,,
2016,11,15,14,6000,832,87,-49,0,6.2,6.2,6.02,,
2016,11,15,15,5976,835,88,95,0,4.51,4.51,4.38,,
2016,11,15,16,5991,861,92,65,0,8.73,8.73,8.48,,
2016,11,15,17,6166,952,99,-43,0,21.93,21.93,21.29,,
2016,11,15,18,6509,1023,103,-63,0,27.38,27.38,26.58,,
2016,11,15,19,6445,998,100,-67,0,23.57,23.57,22.89,,
2016,11,15,20,6364,986,103,-29,0,25.61,25.61,24.87,,
2016,11,15,21,6206,967,97,-16,0,19.97,19.97,19.38,,
2016,11,15,22,5921,899,89,-44,0,30.15,30.15,29.27,,
2016,11,15,23,5498,808,85,-10,0,18.14,18.14,17.6,,
2016,11,15,24,5039,721,81,24,0,11.66,11.66,11.31,,
2016,11,16,1,4709,663,80,37,0,14.49,14.49,14.06,,
2016,11,16,2,4523,636,80,-20,0,6.45,6.45,6.26,,
2016,11,16,3,4391,611,80,-25,0,2.41,2.41,2.34,,
2016,11,16,4,4340,607,78,-1,0,1,1,0.97,,
2016,11,16,5,4381,616,125,-29,0,5.05,5.05,4.9,,
2016,11,16,6,4630,706,129,-44,0,3.05,3.05,2.96,,
2016,11,16,7,5181,826,129,-68,0,12.73,12.73,12.35,,
2016,11,16,8,5774,899,138,-54,0,22.23,22.23,21.58,,
2016,11,16,9,5944,900,138,-102,0,123.4,123.4,119.8,,
2016,11,16,10,6055,901,133,-40,0,14.54,14.54,14.12,,
2016,11,16,11,6138,880,133,-105,0,23.05,23.05,22.38,,
2016,11,16,12,6218,878,132,-41,0,22.75,22.75,22.08,,
2016,11,16,13,6165,868,130,-37,0,14.5,14.5,14.07,,
2016,11,16,14,6147,873,132,85,0,16.33,16.33,15.85,,
2016,11,16,15,6116,879,131,1,0,14.19,14.19,13.77,,
2016,11,16,16,6162,903,136,-51,0,12.67,12.67,12.3,,
2016,11,16,17,6317,972,91,-40,0,9.08,9.08,8.81,,
2016,11,16,18,6601,1033,95,-88,0,47.25,47.25,45.87,,
2016,11,16,19,6569,1002,95,-96,0,33.68,33.68,32.7,,
2016,11,16,20,6426,983,97,-29,0,27.22,27.22,26.43,,
2016,11,16,21,6242,940,96,-17,0,20.2,20.2,19.61,,
2016,11,16,22,5980,883,93,5,0,30.33,30.33,29.45,,
2016,11,16,23,5549,794,86,-11,0,21.55,21.55,20.92,,
2016,11,16,24,5065,717,82,-4,0,14.53,14.53,14.1,,
2016,11,17,1,4762,683,81,-8,0,18.82,18.82,18.27,,
2016,11,17,2,4555,628,82,-13,0,23.13,23.13,22.45,,
2016,11,17,3,4397,605,82,-51,0,21.12,21.12,20.51,,
2016,11,17,4,4420,606,82,10,0,14.52,14.52,14.09,,
2016,11,17,5,4466,621,83,-36,0,15.68,15.68,15.22,,
2016,11,17,6,4732,726,83,-44,0,7.35,7.35,7.13,,
2016,11,17,7,5314,836,86,-76,0,56.16,56.16,54.53,,
2016,11,17,8,5830,917,87,-127,0,17.57,17.57,17.05,,
2016,11,17,9,5917,921,79,-145,0,16.31,16.31,15.84,,
2016,11,17,10,5969,881,76,-97,0,6.77,6.77,6.57,,
2016,11,17,11,5978,863,73,42,0,7.45,7.45,7.23,,
2016,11,17,12,5976,847,71,-58,0,14.49,14.49,14.07,,
2016,11,17,13,5967,899,64,-11,0,12.46,12.46,12.09,,
2016,11,17,14,6025,895,70,-47,0,8.6,8.6,8.35,,
2016,11,17,15,6032,889,103,22,0,0.5,0.5,0.49,,
2016,11,17,16,6040,916,68,-19,0,4.83,4.83,4.69,,
2016,11,17,17,6164,995,76,-110,0,10.48,10.48,10.18,,
2016,11,17,18,6498,1046,112,-73,0,11.8,11.8,11.46,,
2016,11,17,19,6433,1035,115,57,0,8.91,8.91,8.65,,
2016,11,17,20,6318,1016,114,-5,0,6.23,6.23,6.05,,
2016,11,17,21,6163,988,108,-1,0,9.77,9.77,9.49,,
2016,11,17,22,5888,943,104,-22,0,5.08,5.08,4.94,,
2016,11,17,23,5480,856,100,36,0,1.69,1.69,1.64,,
2016,11,17,24,5017,738,103,40,0,4.12,4.12,4,,
2016,11,18,1,4685,674,95,2,0,0,0,0,,
2016,11,18,2,4505,646,93,-23,0,0,0,0,,
2016,11,18,3,4365,636,92,-23,0,-0.78,-0.78,-0.76,,
2016,11,18,4,4319,631,90,-45,0,0,0,0,,
2016,11,18,5,4358,639,86,-8,0,-0.13,-0.13,-0.13,,
2016,11,18,6,4580,703,90,-41,0,0,0,0,,
2016,11,18,7,5101,836,96,-78,0,0,0,0,,
2016,11,18,8,5582,934,104,-99,0,0,0,0,,
2016,11,18,9,5792,921,103,-128,0,0,0,0,,
2016,11,18,10,5880,888,108,-66,0,0,0,0,,
2016,11,18,11,5952,860,107,-74,0,1,1,0.97,,
2016,11,18,12,5989,862,102,11,0,0,0,0,,
2016,11,18,13,5973,845,102,13,0,0,0,0,,
2016,11,18,14,5965,842,101,-17,0,0,0,0,,
2016,11,18,15,5956,826,95,58,0,0,0,0,,
2016,11,18,16,5925,870,93,52,0,0,0,0,,
2016,11,18,17,6025,966,93,-9,0,0,0,0,,
2016,11,18,18,6308,1019,99,-14,0,0.49,0.49,0.48,,
2016,11,18,19,6241,991,94,77,0,0,0,0,,
2016,11,18,20,6097,980,87,-72,0,0,0,0,,
2016,11,18,21,5933,960,89,1,0,0,0,0,,
2016,11,18,22,5706,917,92,55,0,1.5,1.5,1.46,,
2016,11,18,23,5339,839,90,6,0,3.03,3.03,2.94,,
2016,11,18,24,4915,758,87,-18,0,0,0,0,,
2016,11,19,1,4582,712,73,34,0,0,0,0,,
2016,11,19,2,4372,680,75,-28,0,-1.31,-1.31,-1.27,,
2016,11,19,3,4200,667,66,11,0,-3,-3,-2.91,,
2016,11,19,4,4103,632,58,174,0,-3,-3,-2.91,,
2016,11,19,5,4106,636,68,37,0,-3,-3,-2.91,,
2016,11,19,6,4191,649,70,79,0,-2.27,-2.27,-2.2,,
2016,11,19,7,4407,690,71,-15,0,-0.56,-0.56,-0.55,,
2016,11,19,8,4621,737,71,-19,0,-0.77,-0.77,-0.75,,
2016,11,19,9,4949,791,81,25,0,0,0,0,,
2016,11,19,10,5312,838,94,95,0,0.5,0.5,0.48,,
2016,11,19,11,5513,850,103,13,0,4.01,4.01,3.89,,
2016,11,19,12,5645,830,101,23,0,1,1,0.98,,
2016,11,19,13,5686,824,108,57,0,6.51,6.51,6.32,,
2016,11,19,14,5680,795,99,-4,0,7.88,7.88,7.65,,
2016,11,19,15,5654,809,96,65,0,4.51,4.51,4.38,,
2016,11,19,16,5632,861,89,-7,0,0,0,0,,
2016,11,19,17,5734,961,98,-51,0,0.51,0.51,0.49,,
2016,11,19,18,5961,1029,105,-124,0,5.6,5.6,5.44,,
2016,11,19,19,5889,989,102,-29,0,2.01,2.01,1.95,,
2016,11,19,20,5729,931,101,-7,0,0.5,0.5,0.48,,
2016,11,19,21,5585,902,98,-27,0,0,0,0,,
2016,11,19,22,5396,847,92,1,0,0.51,0.51,0.49,,
2016,11,19,23,5132,800,83,19,0,0,0,0,,
2016,11,19,24,4822,729,85,44,0,0,0,0,,
2016,11,20,1,4550,668,74,-13,0,0,0,0,,
2016,11,20,2,4357,647,71,-31,0,-0.75,-0.75,-0.73,,
2016,11,20,3,4232,629,64,2,0,-3,-3,-2.91,,
2016,11,20,4,4170,620,60,-5,0,-3,-3,-2.91,,
2016,11,20,5,4177,628,62,-22,0,-3,-3,-2.91,,
2016,11,20,6,4245,652,62,-32,0,-2.52,-2.52,-2.45,,
2016,11,20,7,4400,685,67,19,0,-0.77,-0.77,-0.75,,
2016,11,20,8,4598,728,62,38,0,0,0,0,,
2016,11,20,9,4888,786,78,39,0,0,0,0,,
2016,11,20,10,5154,858,76,4,0,0,0,0,,
2016,11,20,11,5367,903,87,39,0,0,0,0,,
2016,11,20,12,5540,925,79,35,0,0,0,0,,
2016,11,20,13,5641,939,87,65,0,0,0,0,,
2016,11,20,14,5671,949,84,37,0,0,0,0,,
2016,11,20,15,5690,957,87,1,0,0,0,0,,
2016,11,20,16,5747,969,84,-18,0,4.02,4.02,3.9,,
2016,11,20,17,5977,1061,89,-52,0,5.05,5.05,4.9,,
2016,11,20,18,6347,1157,91,-155,0,13.57,13.57,13.17,,
2016,11,20,19,6335,1108,92,-66,0,12.61,12.61,12.24,,
2016,11,20,20,6207,1078,92,-25,0,6.53,6.53,6.34,,
2016,11,20,21,6048,1012,89,-44,0,3.73,3.73,3.62,,
2016,11,20,22,5823,947,87,-21,0,3.04,3.04,2.95,,
2016,11,20,23,5501,877,86,1,0,0.51,0.51,0.49,,
2016,11,20,24,5138,783,81,-41,0,0.5,0.5,0.49,,
2016,11,21,1,4854,731,75,-51,0,0,0,0,,
2016,11,21,2,4676,680,72,52,0,0,0,0,,
2016,11,21,3,4598,674,72,8,0,0,0,0,,
2016,11,21,4,4582,686,72,-11,0,0,0,0,,
2016,11,21,5,4656,723,76,-7,0,0,0,0,,
2016,11,21,6,4929,784,83,-76,0,0,0,0,,
2016,11,21,7,5490,903,79,-46,0,1.98,1.98,1.93,,
2016,11,21,8,6131,990,87,7,0,3.56,3.56,3.45,,
2016,11,21,9,6298,1000,88,18,0,6.05,6.05,5.87,,
2016,11,21,10,6437,1002,95,16,0,0,0,0,,
2016,11,21,11,6516,1010,88,-80,0,0,0,0,,
2016,11,21,12,6543,1025,115,-23,0,0,0,0,,
2016,11,21,13,6537,1035,115,-17,0,0,0,0,,
2016,11,21,14,6560,1030,125,82,0,0,0,0,,
2016,11,21,15,6569,1040,126,106,0,0,0,0,,
2016,11,21,16,6620,1045,123,-17,0,2.03,2.03,1.97,,
2016,11,21,17,6871,1164,133,-22,0,11.66,11.66,11.33,,
2016,11,21,18,7167,1187,137,-143,0,66.55,66.55,64.61,,
2016,11,21,19,7083,1167,133,-39,0,61.92,61.92,60.12,,
2016,11,21,20,6960,1132,136,-68,0,35.06,35.06,34.04,,
2016,11,21,21,6759,1102,129,-44,0,11.58,11.58,11.24,,
