\\Hourly Demand Report,,,,,,,
\\Created at 2020-03-13 07:30:12,,,,,,,
\\For 2020,,,,,,,
Date,Hour,Market Demand,Ontario Demand,Forecast,,abs,MAPE
10/03/2020,10,18094,15884,,,,
10/03/2020,11,18238,15838,,,,
10/03/2020,12,18322,15832,,,,
10/03/2020,13,18459,15807,,,,
10/03/2020,14,18268,15540,,,,
10/03/2020,15,17846,15563,,,,
10/03/2020,16,18131,15863,,,,
10/03/2020,17,18196,15904,,,,
10/03/2020,18,17934,16051,,,,
10/03/2020,19,18422,16835,,,,
10/03/2020,20,18732,17179,,,,
10/03/2020,21,18224,16744,,,,
10/03/2020,22,17131,15843,,,,
10/03/2020,23,15980,14781,,,,
10/03/2020,24,15651,13993,,,,
11/03/2020,1,15509,13652,,,,
11/03/2020,2,15061,13470,,,,
11/03/2020,3,14888,13414,,,,
11/03/2020,4,14994,13573,,,,
11/03/2020,5,15361,14128,,,,
11/03/2020,6,16969,15362,,,,
11/03/2020,7,18518,16980,,,,
11/03/2020,8,18312,17051,,,,
11/03/2020,9,17982,16583,,,,
11/03/2020,10,18028,16609,,,,
11/03/2020,11,17787,16306,,,,
11/03/2020,12,17610,16136,,,,
11/03/2020,13,17283,15933,,,,
11/03/2020,14,16823,15369,,,,
11/03/2020,15,17165,15804,,,,
11/03/2020,16,18003,16451,,,,
11/03/2020,17,18374,16998,,,,
11/03/2020,18,18427,17030,,,,
11/03/2020,19,18891,17460,,,,
11/03/2020,20,19085,17632,,,,
11/03/2020,21,18867,16976,,,,
11/03/2020,22,17706,15880,,,,
11/03/2020,23,16139,14846,,,,
11/03/2020,24,15401,14039,,,,
12/03/2020,1,15026,13631,,,,
12/03/2020,2,15252,13449,,,,
12/03/2020,3,15092,13395,,,,
12/03/2020,4,14984,13384,,,,
12/03/2020,5,15094,13835,,,,
12/03/2020,6,16600,15051,,,,
12/03/2020,7,18648,16754,,,,
12/03/2020,8,18695,16985,,,,
12/03/2020,9,18172,16477,,,,
12/03/2020,10,17897,16129,,,,
12/03/2020,11,17580,15707,,,,
12/03/2020,12,17457,15251,,,,
12/03/2020,13,17520,15053,,,,
12/03/2020,14,17603,14942,,,,
12/03/2020,15,17453,15150,,,,
12/03/2020,16,17888,15733,,,,
12/03/2020,17,18474,16218,,,,
12/03/2020,18,18755,16374,,,,
12/03/2020,19,19191,16972,,,,
12/03/2020,20,18673,16885,,,,
12/03/2020,21,18187,16364,,,,
12/03/2020,22,17426,15386,,,,
12/03/2020,23,17077,14376,,,,
12/03/2020,24,16928,13689,,,,
